ID,title,x,y,cluster
307,1922,-0.3173820917003604,0.0190999314029934,1
309,Circus of Books,-0.6347836149814986,0.05897812645149466,1
310,"Hail, Caesar!",0.0511499126394037,0.6166905040712071,0
320,Den of Thieves,-0.49387003123445794,0.06485365814053816,1
321,Wadjda,-0.5975398503387239,-9.204059847307384e-05,1
322,The Spiderwick Chronicles,-0.484083520564437,-0.07422117261019241,1
324,Turbo,0.7245949360538084,-0.5589649379977125,3
328,Remember,-0.3321207731071609,-0.03740189685672342,1
335,Delhi Belly,1.269366838700946,0.049563769080872004,2
338,It Comes at Night,-0.30463617365203555,-0.19150794043378733,1
341,The Interview,0.3694158819919176,-0.6384246146188637,3
343,Outbreak,-0.6233804016042842,0.032315433586679335,1
348,Candyman,-0.4226932418928948,-0.020834701664023503,1
350,Calibre,-0.1129853427641372,-0.24245301329156604,3
358,Outlaw King,0.08861169158882781,0.762070983803334,0
361,Krisha,-0.5951113590256065,0.08638146838483307,1
366,The Cakemaker,-0.4885091282691025,0.05716879822424634,1
368,Bleed for This,1.0881343777214922,0.11481679465958393,2
369,Girl,-0.3738784170784944,-0.12656659277916402,1
377,"Love, Rosie",-0.4754041821162517,0.19244557417565425,1
380,Super Dark Times,0.2509946052704508,-0.5619726454816233,3
381,Tallulah,-0.5540695911313147,0.08685700287623188,1
389,The Duchess,-0.469086837069383,0.14971334553284382,1
397,The Sapphires,0.14943505446924776,0.2758579807347761,0
407,6 Underground,0.20814866819870925,-0.36532681200187017,3
411,Suffragette,-0.3182714661236273,-0.21124922264125434,1
413,Terminator Salvation,-0.06495910178516331,-0.3167346613966302,3
426,Next Gen,-0.08307158631248117,-0.26623645435891463,3
427,Cam,-0.625544723421702,0.04263241300742605,1
428,Divines,0.9670238015804338,0.3126993042031204,2
429,Shirkers,-0.353791063896628,0.17116621066587312,1
430,Underworld: Evolution,0.8140433050459416,0.03537496962899847,2
433,Spitfire,-0.4751738875944438,0.06379474704128411,1
435,Dear Zindagi,1.0446801401923942,0.02171070952009876,2
441,Black Sea,-0.5879851743027985,0.024173608066656332,1
442,Ali's Wedding,-0.4213743099772126,0.07746962340264257,1
447,Badla,0.8316259861600445,0.13729495967296812,2
454,Spenser Confidential,-0.6372459142775202,-0.012929029342219695,1
463,The Runaways,0.050355612010883566,-0.6597553442022532,3
465,The Half of It,-0.05496452289367757,0.5143919974599805,0
468,What Lies Beneath,0.06976466287484544,0.13838725009623065,0
472,One Day,-0.5036571081006185,0.03525227759109103,1
476,The Grinch,-0.2613368955883782,-0.06460662151024611,1
478,Beasts of No Nation,0.08772980412542179,-0.6455780686206773,3
486,Underworld: Rise of the Lycans,-0.5143333108714659,-0.10169540576475344,1
487,Talaash,0.8257233512312344,0.2934655657505596,2
491,Bee Movie,0.17103102482511146,0.05453874554028598,3
492,Trash,-0.4479921498276301,-0.008338186995267553,1
494,He's Just Not That Into You,-0.5990150460683107,0.12549949125922413,1
501,Bad Day for the Cut,-0.4416375463004004,0.06631717652859945,1
503,Soul Surfer,-0.3677449755474337,0.04948470007801986,1
510,Berlin Syndrome,-0.4512330312759447,0.046840712456414496,1
512,Big Miracle,-0.2858410258078642,0.21631947436340815,1
516,Deep Impact,-0.4909871155504147,0.12080912249720024,1
520,The Wandering Earth,0.6148321851582755,-0.4094715141764245,3
523,Chappaquiddick,-0.6427338557683977,0.04188299448156559,1
525,Mission Control: The Unsung Heroes of Apollo,-0.3085385335514661,-0.004943872576362866,1
536,World Trade Center,-0.6108881462552601,0.02063394426742221,1
539,My Scientology Movie,-0.3663248358798111,-0.15235476689103772,1
541,Mortal Kombat,0.5115322828202397,-0.4387386786753201,3
548,Petta,0.35521553294103786,-0.36723221450524746,3
551,The Confirmation,-0.4145401481603108,0.07316577223598933,1
552,The First Wives Club,-0.6322538375020761,0.07658221690356601,1
554,Free Fire,0.4524827147707988,0.5496523112846243,0
557,Cop Car,0.2349892853911337,-0.4298394816177416,3
563,Resident Evil: Extinction,0.6431969340343774,-0.6524143000342879,3
564,American Assassin,-0.1641652498869981,-0.1667824499502759,1
586,Breath,-0.5692272243272615,0.03753682476120185,1
587,Kodachrome,-0.21969323436607646,0.5807998551314807,0
588,Operation Red Sea,0.23994290832178555,-0.6093980396152231,3
591,Laggies,0.19028921663981532,0.08761169387135805,0
598,Before I Wake,-0.4733600811258513,-0.0009777605620226275,1
600,Mountain,-0.11342284316207048,0.5564100855635359,0
603,Tamasha,0.6860100748831228,0.3934696776403523,2
608,Dolphin Tale 2,-0.4312536244535927,0.13159972228981098,1
610,I Am Bolt,0.3236094500173642,-0.6091905094433765,3
611,Evolution,-0.4201016388351864,0.0905003799285208,1
614,The Iron Lady,-0.5759524904205767,0.08141619813051784,1
615,Son of a Gun,0.046802015011096,0.721194766185534,0
620,The Rover,-0.6181475414731201,0.1292567443815462,1
622,The Other Side of the Wind,0.34462423635582434,-0.1322967617097642,3
636,Elizabeth: The Golden Age,-0.3162853612608549,-0.20457015572496468,1
637,37 Seconds,-0.2893945382778437,-0.036024277479867965,1
640,Dear John,-0.5289663745092066,0.02666970007339051,1
645,13 Sins,0.4401139415502559,-0.7840759090932424,3
650,Battle: Los Angeles,0.1703145129062193,-0.5336717200033427,3
658,Survivor's Guide to Prison,-0.4836385162163891,0.07197965932510737,1
659,Transcendence,-0.5502064830749349,-0.13785410249369273,1
672,The Blackcoat's Daughter,-0.4140804576755927,-0.014442113755073304,1
680,From Paris with Love,-0.5921774424168642,0.06877056308079835,1
683,Pee-wee's Big Holiday,0.641998659702552,0.5360673283209909,0
684,Promised Land,-0.050979381240605214,0.5226475678573322,0
701,In the Shadow of the Moon,-0.12566971021755488,0.08765804513931606,1
702,Mirror Mirror,1.2831391035425272,-0.013339558394783813,2
705,Brooklyn's Finest,-0.13670975768793833,-0.383129654287088,3
706,Wakefield,-0.6034008465412009,0.0913214540436479,1
707,Wish I Was Here,-0.4467031302781862,0.12867859369648613,1
712,The Secret,-0.473138552545072,0.15965025561066734,1
716,Horns,0.29693068703353986,0.2282594345141295,0
717,Emelie,0.16702445392298093,-0.5874672763254116,3
728,Animal World,1.160649167731498,-0.01467459533149311,2
737,Johnny English Reborn,0.5877126955229753,-0.2131635549381624,3
741,Morris from America,0.8107540311565716,0.20133223671915476,2
744,Sweet Virginia,-0.08924452082077756,-0.2783658883532789,3
745,Chloe,-0.5152486305480174,-0.00671246371855971,1
748,Roll Red Roll,0.09057611139921784,0.6312946285592226,0
749,All About Nina,0.6861395343893472,-0.5746084110125016,3
760,47 Meters Down,-0.37509779086767897,-0.03683468757611528,1
769,Cult of Chucky,0.12337033283168088,0.2248004955910641,0
774,Jupiter Ascending,-0.4998949764718604,0.017398123945810882,1
779,Wildling,0.4965414326934289,0.5263248524787578,0
789,Dinner for Schmucks,0.30814843506757184,0.6439302457224023,0
795,Resident Evil: Afterlife,0.2639547986507765,-0.6434990773894128,3
799,The Ballad of Lefty Brown,0.5521222094801009,0.5624596928140787,0
803,The Physician,-0.09773651267267723,0.684161657904405,0
813,Maps to the Stars,-0.6124025155323164,0.1248759483156119,1
825,The Tourist,-0.4853924538846287,0.002604456917796593,1
827,Menashe,0.007979339850980876,0.5566774450648831,0
834,He Named Me Malala,-0.4862118965726884,0.06951964161560485,1
836,Race to Witch Mountain,1.1724136218456722,0.00881572729069077,2
849,The Butterfly's Dream,-0.5281848364351454,-0.05362201219219384,1
857,The Great Hack,-0.6675711807070216,0.10029748721857557,1
859,Barry,-0.3524460808359041,0.01502193589059253,1
867,Mean Dreams,-0.3928265704731329,0.0006687402758384537,1
872,Pope Francis: A Man of His Word,-0.4651445559472658,0.07930602785410644,1
873,68 Kill,-0.3159587817061389,0.02953114544353693,1
890,Eli,1.300756399510418,0.20445481904951415,2
892,Beyond Skyline,0.9682508638557544,-0.3206379650413721,2
896,The Cloverfield Paradox,0.02888517335465804,-0.27318761086696225,3
903,The Rum Diary,0.2357770179844253,-0.3319167430169299,3
907,Knock Down the House,-0.2925520735070304,0.004757337609270947,1
908,Soorma,0.9683902452329322,0.005409034842444604,2
911,Secret in Their Eyes,0.4479290019366001,0.5472566499196774,0
912,Bon Cop Bad Cop 2,1.0162574599759169,-0.045945268835020314,2
918,Automata,-0.4279019785798311,0.030931354821510538,1
919,A Little Chaos,-0.1565771610348369,-0.026505101608959983,1
928,Anon,-0.5147032729082401,0.008636681245068,1
946,Kabali,0.6611022705569086,0.39360939031280906,0
951,War Machine,-0.21497753254457644,0.08781812632857358,1
978,Equals,-0.06179823785339631,-0.2443969919184786,3
986,Susanne Bartsch: On Top,-0.32310761490233714,0.040115152472985936,1
991,Goosebumps 2: Haunted Halloween,0.05613592783528905,0.13110800103624284,1
1004,A Tale of Love and Darkness,-0.355852710443717,0.19966294087126135,1
1009,Hop,1.3251936121822083,0.05001847591308424,2
1013,The Peacemaker,0.15300388084143507,-0.4289332603694319,3
1016,The Final Destination,0.5898597950816536,-0.7261349619510791,3
1036,Gemini,0.2830748839603569,-0.2567564719729705,3
1053,Dream Boat,0.8746317962504191,-0.6265079929946796,3
1054,A Family Man,-0.6435262607360139,0.07522640781008617,1
1055,The Outsider,0.00011464503317684644,-0.4560066596590119,3
1057,The Nutcracker and the Four Realms,-0.4595192802940193,0.054823708273164413,1
1064,The Trust,0.1863482057609229,-0.11470399378709682,3
1069,Rowdy Rathore,1.260866499959646,-0.0037948827686185055,2
1071,Girl on the Third Floor,-0.3207505926953069,-0.18402395888477927,1
1076,13 Cameras,-0.5287296245113248,0.034802681967748765,1
1090,Room on the Broom,0.11849757271004903,0.4413196418446365,0
1100,Barbecue,-0.40950104076207466,0.025164392740653872,1
1114,Closed Circuit,-0.4837888336008764,0.05511321578989863,1
1118,I'll See You in My Dreams,0.3664355499692378,0.5714443814307637,0
1122,OtherLife,0.2395184548843747,-0.15681461720983578,3
1124,Cop Out,0.72671152578751,-0.6462036002292976,3
1127,The Ivory Game,-0.3424195504296672,-0.18632909465910427,1
1145,The Vatican Tapes,-0.40636787106857536,-0.010148769565080469,1
1152,Close,0.5531189794306053,0.08049101688744809,2
1157,5 Flights Up,0.25113680135336985,0.2569565614219663,0
1171,The New Romantic,0.332125415943603,0.6064816846234022,0
1175,Mersal,0.5877626671499782,0.5419403797135556,0
1177,Mucize,0.2298509117247203,0.5062941835994206,0
1190,Becoming,-0.3365192668366772,0.13449219552962935,1
1200,Rangoon,0.8975846253703794,0.2287177932649469,2
1212,"Crouching Tiger, Hidden Dragon: Sword of Destiny",-0.36751479785569136,0.226883952032412,1
1222,Carrie,-0.11460872712671916,-0.3962671044829164,3
1233,Umrika,-0.5220110772530966,0.11100651840945372,1
1237,The Hurricane Heist,0.17867422349745785,-0.4379124905043031,3
1241,Barely Lethal,0.3368502760677218,-0.2552129229012736,3
1247,The International,0.10309465657523773,-0.5589508907488592,3
1273,Patrick,-0.35875467295724495,0.06950307036183649,1
1281,Chillar Party,1.1604964356411682,0.2072439707179426,2
1290,Long Shot,-0.4300258210474952,-0.11957295119028552,1
1301,Pandora,-0.1464231110859191,-0.01200466394594353,1
1321,The Last Summer,0.8871526530479831,0.3881885335456527,2
1324,Bobbi Jene,-0.42684042018648294,0.011507934132519456,1
1333,Every Time I Die,-0.3635782364561412,0.05131290925326155,1
1347,Sad Hill Unearthed,-0.4167427652419261,-0.12202637579206713,1
1353,Sex and the City 2,0.14131387890682015,-0.3942339633814215,3
1360,Bushwick,0.505766964871084,-0.5733182089698331,3
1365,Race,0.05052154915068539,-0.5992655771356704,3
1368,Asperger's Are Us,-0.28252702204056285,-0.021786230554188345,1
1369,Hard Tide,0.2285768519204661,0.07440124507336693,0
1387,Chernobyl Diaries,-0.4199543314382196,0.2657384005584885,1
1409,Friend Request,0.046798501385723966,-0.23473849844234496,3
1420,Silent Hill: Revelation 3D,0.9985748092089536,-0.02525617028196727,2
1421,Hangman,-0.3594299294327408,-0.05206955592547828,1
1428,Polar,0.4806389192193351,-0.7235754803763752,3
1430,Ek Main Aur Ekk Tu,1.214026990380897,0.08332331698196026,2
1437,Shimmer Lake,-0.5864305292067068,0.0921675487379763,1
1439,Mohenjo Daro,0.5338221774400491,0.5102149763842521,0
1449,She Hate Me,-0.4447832234837379,0.10782278519662716,1
1453,Lady Bloodfight,0.07551480950226551,-0.4898044300793595,3
1456,Earthquake Bird,-0.028866641311943227,-0.2926299115055677,3
1457,Mohawk,0.043153002383365724,-0.1694586738538124,3
1459,Untamed Romania,-0.25777780735340583,-0.19257651754429195,1
1460,Sarkar,1.0922296066615018,-0.0757055965898932,2
1461,Bokeh,-0.5266784598369092,0.060519338553518126,1
1471,Burn Out,-0.2528440458590851,-0.16253117099785572,1
1491,Pachamama,0.5799899078742253,0.513260371700012,0
1501,The Last Airbender,0.015594023476711188,-0.6048113594945681,3
1523,Angela's Christmas,0.12455973346149035,0.7749993784872249,0
1552,Agatha and the Truth of Murder,-0.2528783939294516,0.06863171240083861,1
1600,I Am Wrath,0.1851028292311057,-0.5826575951630415,3
1607,Dragonheart: Vengeance,-0.6601515078203628,0.03204579055227093,1
1624,City of Tiny Lights,-0.2941341432720875,-0.10710395346633934,1
1660,Mara,-0.5235152904145227,-0.0493371272304949,1
1668,Skin Trade,0.5371623991080251,-0.4810868979755927,3
1688,The Roommate,-0.5791891971654507,0.05548982105625044,1
1689,Doom: Annihilation,-0.2069627518853185,-0.3004748334385189,1
1690,Stephanie,-0.4341201356498998,0.22119464664642188,1
1691,The Vault,-0.25114669145477586,-0.16545695700779334,1
1702,Yeh Ballet,1.1189088166870162,0.2969687112687766,2
1704,Fukrey,0.8199542772294709,0.44979060235436796,2
1709,The Adderall Diaries,-0.5988917438723099,0.04849157157504588,1
1710,Psycho,-0.27886189622251045,0.05282401590605844,1
1717,Ready,1.3399007277480257,0.09041141477620553,2
1723,Clinical,0.5261852087995268,0.7398115281224975,0
1731,First Kill,0.6473698814838681,-0.637592651945134,3
1744,The Bye Bye Man,0.5596109384357107,0.10544783418875003,0
1752,Spy Kids: All the Time in the World,0.5865653784377124,-0.553681834836448,3
1766,Invisible Essence: The Little Prince,-0.1382647700414174,0.5854206551460879,0
1790,Sister Cities,-0.4808435566827221,0.07067028968102071,1
1802,The Black Prince,-0.4751787039979203,0.052127335948792375,1
1817,I Don't Know How She Does It,-0.22341437716658466,0.43687250206205386,0
1834,93 Days,-0.3438421720141353,-0.15049709794448973,1
1871,Rocco,-0.10079206134408993,0.3718577518372679,0
1881,Inside Man: Most Wanted,0.325521034003353,-0.6848305991034666,3
1895,Sahara,1.077404611880265,-0.09736246024703096,2
1934,7 Khoon Maaf,1.2442445116107466,0.09012206059381574,2
1948,Dragonheart 3: The Sorcerer's Curse,-0.4288035376322945,0.09627545201878523,1
1974,Judwaa 2,1.3082668771942991,0.05975932539451581,2
2003,Luv Shuv Tey Chicken Khurana,1.0198906437200148,0.3629930502659341,2
2011,Ferrari Ki Sawaari,1.177363103150377,0.05572958101586687,2
2017,Raja Natwarlal,1.0799510304838364,0.06484216115840102,2
2036,Albion: The Enchanted Stallion,-0.02956899979174832,0.4837636055809404,0
2082,Duck Duck Goose,0.4988996964165857,0.3771118539474456,0
2124,Jarhead: Law of Return,-0.17581661430695836,0.511890966621115,0
2129,Cities of Last Things,-0.5936705409786204,0.10154668819672256,1
2141,The Crew,0.7550475307168096,-0.6466059326369014,3
2143,Dragonheart: Battle for the Heartfire,-0.4796764388494933,0.04127317911048318,1
2146,Annabelle Hooper and the Ghosts of Nantucket,-0.45454686296470004,0.011327715064883571,1
2164,Mostly Sunny,-0.5683309274977721,-0.07913370076025007,1
2166,The Bomb,-0.2279837973258704,0.05653831004931046,1
2197,Kidnapping Stella,-0.29880568231349386,-0.05260819833236982,1
2206,I'll Sleep When I'm Dead,0.1108779237428596,0.546262072770165,0
2238,Generation Iron 2,1.1475562618063668,0.06132625524752724,2
2257,All the Devil's Men,-0.2737687683598697,-0.2209046242161136,1
2304,Thi Mai,0.3554983260485602,-0.01561534415303126,3
2317,Monsters: Dark Continent,0.5781774256277008,-0.6836986177177131,3
2320,Belief: The Possession of Janet Moses,-0.6389433378436,0.08712545337407063,1
2333,Malicious,-0.3979669414276036,-0.2093119716615993,1
2350,Justine,0.15688206203831254,0.34378569952974697,0
2357,Made in China,-0.20155517921581906,0.01617090266630483,1
2361,The Search for Life in Space,-0.2833715412224903,-0.031636802263646284,1
2397,Hide and Seek,-0.29689356221596264,0.19460301944387434,1
2398,Cabin Fever,0.5189219307544487,-0.6354586347999485,3
2401,Memory Games,0.03227793982571333,0.04719588513775687,1
2439,Dry Martina,0.6146184474706371,0.5366654772841695,0
2467,Sparring,0.6966978114445439,0.12777777459591455,2
2517,Aliens Ate My Homework,-0.4776679618760321,0.06513934626746251,1
2547,Dark Light,-0.3069572700365304,-0.2288463701545096,1
2596,A Perfect Man,0.5306456219987026,-0.31244073038755993,3
2612,The App,-0.4439098220503319,0.013104853041209535,1
2642,Water,-0.5776008983815016,0.0545824188706495,1
2643,Backdraft 2,0.1749361946856453,-0.3755424567064613,3
2661,Planetarium,-0.3923228201014917,0.04213661136571434,1
2675,Cop and a Half: New Recruit,0.07712488478844702,0.0842471530663461,0
2685,I Am Vengeance,0.38707714047833547,-0.3701039571250848,3
2691,The Last Whistle,1.0825824824659382,0.025103630890125732,2
2698,Blessed Benefit,-0.35812383414885435,0.1202113180180826,1
2700,Thank You,1.076525965144635,0.03852842178007848,2
2706,Pickpockets,0.26975318075351185,-0.5550396646420291,3
2757,Surviving Christmas with the Relatives,0.06275985758977669,0.7099427758954986,0
2773,Desolate,-0.11001677222665182,-0.10840283413573228,1
2808,Robin Hood: The Rebellion,-0.19177840467603394,-0.2062549587588878,1
2839,S Storm,0.3743806707759523,-0.6743567130740918,3
2914,Viking Destiny,-0.3058656773202037,-0.2235531460755797,1
2943,Chance Pe Dance,1.2949504575474209,0.041296751813679984,2
2949,The Worthy,-0.02578734140231173,-0.4596870332745807,3
2972,Ghanchakkar,1.0972705027764065,0.1775824212264389,2
3007,Mumbai Matinee,1.1202723609816383,0.0632549371423598,2
3019,Bhasmasur,-0.4586282130380383,0.11790809190338447,1
3023,Autumn,-0.29760510380716143,-0.025206546837859518,1
3188,Jefe,1.2401897596251008,0.08107078159486852,2
3234,Follow Me,0.10992633312179363,-0.5099183621694583,3
3325,Rumble,0.9885179338450174,-0.11406249069008828,2
3365,MindGamers,-0.5984221968777482,0.033905979217238154,1
3377,Undercover Brother 2,1.2646041527208216,0.16022992534608338,2
3561,The Dark Knight,-0.07220131340420759,-0.12157964144876413,1
3563,Parasite,0.10477693459608158,0.10048478588477393,0
3564,Good Will Hunting,-0.32213429290748546,-0.0502375230914023,1
3566,Batman Begins,-0.5321091864986705,-0.05043723673774121,1
3569,Zombieland,0.8619601707933565,-0.5282163519978385,3
3570,A Quiet Place,-0.3492642839762221,-0.10166111071122916,1
3576,Hunt for the Wilderpeople,1.279975006364985,0.10088273670503414,2
3580,The Conjuring,-0.2195084646354074,0.24748434144863346,1
3581,Free Solo,-0.4362266905326739,-0.040442428131933626,1
3582,Captain Fantastic,-0.251096195805832,0.3193738663053454,1
3588,How to Train Your Dragon: The Hidden World,-0.5039284036234261,0.1194583528531504,1
3590,Star Trek II: The Wrath of Khan,0.12438154652095627,-0.5049561401071878,3
3592,Booksmart,0.5038839134053612,-0.2942251519837641,3
3593,Super 8,-0.41781278355255774,0.09060942439060768,1
3595,Coherence,0.2956877915546471,-0.6896481369926842,3
3596,Annihilation,-0.4635093188816986,-0.01217754411839317,1
3597,Heathers,0.09648485458032227,-0.018707100494868158,3
3598,The Descent,-0.2384460043767727,-0.3288004721872833,1
3600,Fighting with My Family,-0.3297388641937715,-0.004859052583618482,1
3601,Bumblebee,0.2237667069605472,-0.7041774025132103,3
3603,Instant Family,-0.31210011207791505,-0.19632112668367627,1
3608,Let Me In,-0.5057652658253114,0.11267749753968498,1
3609,Three Identical Strangers,-0.5838211454425607,0.008703359210488149,1
3610,A Simple Favor,0.009241959186560228,-0.14787236342271565,3
3612,Loving Vincent,0.16809503991992705,0.6516137864242971,0
3614,Honeyland,-0.114580017051502,0.02331258783962937,1
3616,Abominable,-0.1603973699298153,-0.1752167000950202,1
3618,Hotel Mumbai,-0.3518042981831852,0.016852888264544768,1
3620,Ninja Scroll,0.4297886149250984,0.4429433522268971,0
3624,Embrace of the Serpent,-0.4346369307806858,0.14781718225468926,1
3628,Notes on a Scandal,-0.44697032141900667,0.01151145146321862,1
3629,Star Trek VI: The Undiscovered Country,-0.3639331987899413,-0.06160313594396455,1
3635,The Way Back,-0.4685720986225555,-0.03931892415397194,1
3638,The Biggest Little Farm,-0.4794208685404463,-0.01296536057503402,1
3639,Lucky,0.08145053776579908,-0.06497239341180631,3
3642,If Beale Street Could Talk,-0.4824183899211662,-0.03885945715084538,1
3651,The Sisters Brothers,-0.4661610577222226,0.046942444576460886,1
3653,Monos,-0.4517582709075266,-0.020709688176301432,1
3657,Hud,-0.5187541964480649,0.1596352303393373,1
3658,Vice,0.18201708101668232,-0.6241496310837145,3
3662,Cartel Land,1.1482965074722078,-0.014722955447381354,2
3666,The Next Three Days,0.8590877312584981,-0.03273334362831176,2
3667,Megan Leavey,-0.4431148308273105,-0.03582318909839659,1
3677,I Can Only Imagine,-0.6526425944695635,0.03609091852560347,1
3680,Jane,-0.4973532880124982,-0.05956782069692966,1
