ID,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
1802,0.97,0.157,0.146,106.385,0.0359,0.873,0.105,-17.006,0.0334
1817,0.893,0.218,0.0382,120.259,0.0392,0.337,0.283,-27.739,0.0386
1834,0.693,0.116,0.209,87.518,0.0387,0.897,0.0812,-18.176,0.0339
1871,0.858,0.539,0.0425,71.867,0.174,0.45,0.0974,-21.943,0.0434
1881,0.0487,0.32,0.73,134.714,0.0394,0.892,0.107,-13.264,0.048
1895,0.00165,0.606,0.742,125.987,0.611,0.16,0.301,-8.075,0.0298
1934,0.0591,0.829,0.735,126.007,0.766,6.22E-05,0.0776,-8.711,0.0882
1948,0.901,0.193,0.151,64.861,0.0344,0.783,0.114,-23.191,0.0381
1974,0.0116,0.829,0.76,107.01,0.773,1.04E-05,0.336,-5.552,0.106
2003,0.502,0.898,0.714,138.039,0.693,3.38E-05,0.149,-6.562,0.0567
2011,0.113,0.443,0.913,88.363,0.674,5.41E-06,0.381,-2.398,0.265
2017,0.0902,0.719,0.689,115.962,0.435,0.000425,0.105,-4.467,0.0294
2036,0.947,0.215,0.214,89.221,0.111,0.265,0.631,-14.541,0.032
2082,0.531,0.461,0.387,97.863,0.165,0.00192,0.0919,-10.943,0.0303
2124,0.954,0.124,0.109,95.999,0.0362,0.243,0.0886,-19.649,0.0369
2129,0.975,0.179,0.0372,119.872,0.0344,0.87,0.0758,-30.485,0.0455
2141,0.00321,0.545,0.937,90.003,0.646,0.882,0.626,-9.868,0.0392
2143,0.947,0.148,0.121,137.929,0.035,0.868,0.0881,-19.527,0.036
2146,0.952,0.106,0.199,66.429,0.133,0.922,0.117,-15.197,0.043
2164,0.908,0.0782,0.136,174.822,0.0271,0.988,0.108,-25.863,0.0488
2166,0.923,0.488,0.31,129.005,0.0376,0.794,0.0687,-17.533,0.0717
2197,0.76,0.533,0.158,113.01,0.0559,0.886,0.0884,-27.356,0.0367
2206,0.833,0.335,0.254,111.932,0.0484,0.0635,0.11,-21.869,0.081
2238,0.0102,0.529,0.623,180.071,0.743,0.000286,0.278,-10.022,0.386
2257,0.559,0.266,0.161,119.958,0.0304,0.906,0.143,-24.083,0.0438
2304,0.783,0.697,0.621,128.087,0.675,0.783,0.367,-5.544,0.0316
2317,0.00316,0.542,0.851,127.155,0.218,0.856,0.121,-8.833,0.0346
2320,0.957,0.178,0.0031,61.866,0.037,0.909,0.0903,-30.736,0.037
2333,0.597,0.0691,0.101,76.717,0.0562,0.942,0.0999,-22.11,0.0331
2350,0.774,0.227,0.325,108.652,0.315,0.297,0.366,-14.727,0.0342
2357,0.96,0.589,0.314,116.006,0.145,0.902,0.136,-12.013,0.0307
2361,0.879,0.365,0.2,122.202,0.22,0.933,0.145,-14.694,0.0417
2397,0.927,0.148,0.179,103.717,0.074,0.639,0.279,-17.17,0.0351
2398,0.00266,0.522,0.759,74.986,0.245,0.846,0.0879,-10.635,0.0368
2401,0.857,0.738,0.321,166.013,0.48,0.836,0.115,-18.547,0.0566
2439,0.677,0.662,0.393,80.265,0.536,0,0.113,-11.15,0.0368
2467,0.266,0.417,0.58,124.885,0.198,0.0464,0.122,-11.694,0.0465
2517,0.97,0.231,0.0602,136.179,0.104,0.894,0.072,-19.034,0.0356
2547,0.488,0.25,0.0441,61.527,0.033,0.915,0.207,-23.565,0.0336
2596,0.0195,0.491,0.459,80.039,0.106,0.48,0.0691,-9.763,0.0261
2612,0.96,0.293,0.151,104.046,0.052,0.931,0.121,-16.266,0.0392
2642,0.992,0.0872,0.0782,73.626,0.0792,0.93,0.0771,-19.078,0.0431
2643,0.434,0.236,0.588,130.586,0.463,0.917,0.111,-12.392,0.037
2661,0.951,0.1,0.186,168.523,0.0677,0.827,0.0965,-13.911,0.0378
2675,0.667,0.462,0.313,154.041,0.185,0.554,0.218,-20.209,0.0455
2685,0.234,0.415,0.634,79.973,0.173,0.693,0.125,-8.079,0.0321
2691,0.0626,0.525,0.815,90.009,0.5,3.97E-05,0.0982,-6.658,0.0303
2698,0.965,0.577,0.0385,120.083,0.212,0.887,0.0895,-23.203,0.0689
2700,0.173,0.604,0.932,136.311,0.316,0,0.0869,-3.996,0.34
2706,0.186,0.546,0.641,90.986,0.0528,0.901,0.0669,-13.97,0.0373
2757,0.944,0.575,0.0276,108.093,0.198,0.0679,0.171,-26.224,0.0685
2773,0.795,0.52,0.505,72.304,0.039,0.867,0.109,-14.967,0.0761
2808,0.662,0.356,0.345,80.008,0.117,0.943,0.151,-18.581,0.0447
2839,0.000513,0.52,0.571,138.061,0.196,0.939,0.235,-15.457,0.0431
2914,0.607,0.181,0.146,114.216,0.0403,0.939,0.154,-17.215,0.0554
2943,0.0144,0.739,0.804,132.014,0.837,0.00599,0.0691,-7.739,0.0732
2949,0.0651,0.0927,0.168,87.785,0.038,0.802,0.111,-24.63,0.0388
2972,0.261,0.896,0.59,125.944,0.907,0.128,0.0876,-6.071,0.0648
3007,0.164,0.718,0.881,100.013,0.566,0.0403,0.0528,-7.144,0.0625
3019,0.973,0.295,0.105,89.506,0.126,0.852,0.161,-25.15,0.039
3023,0.763,0.0833,0.131,169.109,0.0729,0.776,0.123,-14.986,0.0359
3188,0.0865,0.72,0.822,109.038,0.762,3.80E-06,0.184,-6.434,0.0402
3234,0.2,0.272,0.491,88.234,0.0357,0.884,0.271,-16.244,0.057
3325,1.35E-05,0.466,0.725,130.008,0.537,0.158,0.115,-8.8,0.0302
3365,0.987,0.196,0.0646,67.715,0.0399,0.974,0.249,-22.719,0.0328
3377,0.165,0.907,0.754,119.931,0.863,0.0138,0.136,-6.416,0.126
3561,0.512,0.158,0.28,97.807,0.0375,0.673,0.11,-16.709,0.0427
3563,0.573,0.311,0.227,93.033,0.195,0.473,0.103,-13.333,0.0369
3564,0.869,0.202,0.281,105.51,0.176,0.911,0.103,-16.657,0.0306
3566,0.847,0.123,0.0723,150.019,0.0364,0.933,0.0837,-27.06,0.0394
3569,0.00121,0.517,0.982,144.118,0.425,0.618,0.167,-4.162,0.074
3570,0.653,0.0934,0.124,83.485,0.038,0.829,0.0902,-21.343,0.0347
3576,0.0579,0.726,0.746,124.995,0.973,0.00902,0.108,-9.006,0.0306
3580,0.889,0.199,0.292,79.453,0.0727,0.524,0.107,-25.334,0.0409
3581,0.879,0.0811,0.133,177.287,0.0359,0.889,0.0916,-15.918,0.04
3582,0.984,0.144,0.191,71.444,0.0321,0.502,0.0907,-11.795,0.0394
3588,0.994,0.44,0.00793,133.107,0.127,0.903,0.0594,-29.269,0.0564
3590,0.0933,0.192,0.311,136.122,0.0376,0.81,0.0995,-14.495,0.0452
3592,0.367,0.792,0.663,104.996,0.406,0.761,0.107,-8.362,0.0552
3593,0.962,0.16,0.122,139.473,0.0367,0.813,0.398,-16.381,0.0452
3595,0.0142,0.347,0.562,140.147,0.0852,0.927,0.109,-11.124,0.0362
3596,0.899,0.131,0.199,87.805,0.0346,0.895,0.0945,-20.327,0.0522
3597,0.724,0.536,0.452,102.279,0.346,0.749,0.361,-15.74,0.027
3598,0.45,0.128,0.199,80.133,0.0307,0.937,0.111,-17.744,0.0449
3600,0.797,0.499,0.0639,139.858,0.0355,0.859,0.113,-23.99,0.0328
3601,0.0816,0.155,0.718,102.563,0.0383,0.945,0.105,-11.013,0.057
3603,0.712,0.184,0.273,60.152,0.0726,0.969,0.093,-13.557,0.0352
3608,0.968,0.344,0.0188,112.554,0.0811,0.872,0.103,-26.625,0.0373
3609,0.983,0.117,0.133,76.767,0.0346,0.964,0.0686,-20.696,0.0401
3610,0.443,0.335,0.23,97.198,0.133,0.702,0.128,-18.407,0.0331
3612,0.931,0.276,0.282,85.85,0.161,0,0.118,-13.227,0.0384
3614,0.822,0.428,0.388,126.721,0.0343,0.723,0.24,-16.882,0.0618
3616,0.779,0.334,0.513,95.884,0.13,0.935,0.134,-15.657,0.047
3618,0.884,0.204,0.226,77.793,0.0352,0.83,0.0992,-14.291,0.0426
3620,0.596,0.477,0.277,151.877,0.204,0.000104,0.0796,-15.325,0.027
3624,0.952,0.477,0.0292,95.026,0.0548,0.819,0.108,-26.403,0.0311
3628,0.902,0.166,0.187,60.42,0.092,0.893,0.114,-20.435,0.0341
3629,0.86,0.192,0.269,132.63,0.0776,0.901,0.121,-19.868,0.0414
3635,0.904,0.142,0.17,95.395,0.0345,0.935,0.0988,-16.264,0.0363
3638,0.919,0.0732,0.209,59.056,0.0384,0.909,0.127,-16.42,0.0395
3639,0.828,0.783,0.494,109.811,0.413,0.915,0.212,-14.032,0.0601
3642,0.884,0.153,0.162,68.734,0.0584,0.943,0.111,-19.61,0.0429
3651,0.911,0.176,0.0435,171.393,0.191,0.886,0.104,-25.914,0.0368
3653,0.989,0.271,0.282,121.277,0.036,0.957,0.102,-20.233,0.0443
3657,0.992,0.409,0.0211,74.074,0.132,0.869,0.11,-31.542,0.0629
3658,0.0638,0.401,0.454,103.912,0.0374,0.936,0.135,-15.826,0.0385
3662,0.00209,0.627,0.754,172.01,0.466,0.000162,0.144,-6.494,0.222
3666,0.00274,0.596,0.55,125.027,0.172,0.0594,0.0945,-12.463,0.0338
3667,0.823,0.319,0.0604,76.013,0.0387,0.929,0.0929,-20.89,0.0425
3677,0.97,0.18,0.0361,71.46,0.0422,0.974,0.0832,-29.251,0.0357
3680,0.856,0.115,0.0599,184.266,0.0358,0.932,0.114,-21.557,0.0394
3682,0.705,0.252,0.201,91.978,0.17,0.0891,0.13,-6.002,0.0416
3683,0.896,0.465,0.334,70.821,0.177,0.938,0.108,-9.729,0.0275
3684,0.954,0.0936,0.0224,75.127,0.0312,0.938,0.0988,-30.59,0.0665
3685,0.94,0.125,0.0962,65.604,0.0332,0.913,0.0773,-20.509,0.0414
3686,0.349,0.699,0.39,108.985,0.273,0,0.13,-16.158,0.136
3688,0.971,0.145,0.132,83.799,0.0386,0.37,0.104,-21.349,0.0473
3690,0.977,0.131,0.067,171.262,0.0687,0.931,0.0985,-20.051,0.0353
3691,0.967,0.185,0.168,152.598,0.0355,0.904,0.112,-15.851,0.0346
3695,0.433,0.223,0.301,117.241,0.0813,0.401,0.0916,-12.699,0.0405
3697,0.973,0.449,0.0821,135.02,0.164,0.914,0.162,-23.107,0.0345
3698,0.355,0.262,0.201,148.7,0.0366,0.942,0.513,-20.747,0.0351
3699,0.608,0.57,0.465,98.6,0.0359,0.879,0.111,-13.968,0.586
3700,0.874,0.114,0.0594,78.981,0.0363,0.967,0.0826,-24.757,0.0368
3705,0.805,0.156,0.106,81.46,0.0653,0.764,0.131,-22.489,0.0409
3706,0.949,0.267,0.137,196.119,0.0384,0.908,0.146,-25.298,0.0361
3707,0.0187,0.316,0.39,75.883,0.0372,0.814,0.288,-15.576,0.0357
3709,0.485,0.0847,0.468,84.982,0.032,0.823,0.0757,-11.201,0.0591
3715,0.009,0.649,0.568,112.08,0.368,0,0.0823,-8.718,0.0286
3719,0.0659,0.195,0.529,169.828,0.0481,0.861,0.111,-14.499,0.0614
3720,0.0867,0.368,0.145,78.471,0.131,0.787,0.137,-23.384,0.0325
3722,0.996,0.202,0.00407,70.433,0.0359,0.877,0.111,-34.171,0.0515
3724,0.896,0.828,0.314,140.017,0.215,0.946,0.296,-19.189,0.0836
3725,0.0171,0.267,0.326,77.041,0.126,0.00334,0.0875,-9.325,0.0337
3727,0.804,0.209,0.457,147.986,0.127,0.449,0.122,-14.241,0.0654
3729,0.645,0.0969,0.155,88.876,0.0342,0.787,0.284,-18.849,0.0423
3731,0.949,0.0754,0.00936,180.125,0.0334,0.869,0.111,-31.311,0.0504
3733,0.995,0.273,0.0274,131.617,0.0566,0.913,0.132,-22.386,0.0329
3738,0.232,0.567,0.612,160.02,0.617,0.77,0.0667,-12.96,0.0338
3742,0.11,0.489,0.016,120.04,0.0288,0.559,0.0903,-27.452,0.0458
3745,0.912,0.377,0.307,140.865,0.0638,0.524,0.128,-18.194,0.0433
3749,0.96,0.283,0.167,97.849,0.0318,0.945,0.0703,-17.763,0.0435
3754,0.779,0.276,0.149,105.597,0.0337,0.944,0.139,-19.281,0.0376
3755,0.985,0.556,0.181,122.994,0.29,0.927,0.132,-17.213,0.0475
3760,0.979,0.43,0.0283,154.396,0.112,0.781,0.264,-31.791,0.036
3764,0.938,0.479,0.143,119.088,0.22,0.913,0.112,-19.284,0.0401
3766,0.976,0.165,0.00739,129.524,0.0381,0.803,0.0814,-36.319,0.0451
3769,0.082,0.648,0.566,83.769,0.252,0.963,0.111,-7.513,0.0409
3770,0.696,0.417,0.373,75.07,0.429,9.14E-06,0.254,-9.542,0.0274
3773,0.164,0.158,0.227,108.567,0.0298,0.782,0.13,-17.569,0.0551
3779,0.326,0.284,0.569,163.414,0.47,0.471,0.201,-14.757,0.0352
3783,0.983,0.677,0.128,118.009,0.128,0.906,0.0906,-16.5,0.0918
3787,0.974,0.153,0.161,165.31,0.0385,0.612,0.138,-15.971,0.0455
3794,0.993,0.155,0.0369,67.079,0.0352,0.96,0.0683,-31.768,0.0575
3798,0.989,0.159,0.0324,132.192,0.0331,0.947,0.0926,-26.599,0.0382
3801,0.811,0.495,0.508,124.733,0.608,0,0.885,-11.571,0.434
3806,0.84,0.119,0.163,93.901,0.0327,0.836,0.112,-18.555,0.0352
3809,0.00757,0.498,0.485,120.054,0.165,0.779,0.139,-10.683,0.0314
3811,0.951,0.606,0.211,108.049,0.483,0.931,0.123,-16.469,0.0367
3812,0.423,0.0856,0.391,85.588,0.036,0.0204,0.366,-12.092,0.0363
3816,0.992,0.223,0.00481,131.054,0.369,0.931,0.0795,-34.652,0.0414
3819,0.921,0.138,0.188,85.738,0.0497,0.853,0.365,-11.695,0.0386
3822,0.926,0.197,0.212,72.649,0.0603,0.0409,0.0947,-15.072,0.0364
3826,0.488,0.769,0.721,123.057,0.857,1.09E-06,0.316,-12.076,0.109
3827,0.874,0.858,0.234,99.999,0.304,0.887,0.141,-17.504,0.0905
3830,0.955,0.431,0.0211,72.708,0.164,0.94,0.111,-27.498,0.0421
3840,0.856,0.294,0.0954,129.594,0.0343,0.843,0.106,-21.935,0.0368
3843,0.863,0.165,0.21,130.263,0.0357,0.927,0.121,-15.595,0.0444
3852,0.357,0.505,0.218,119.94,0.232,0.905,0.0971,-21.755,0.0436
3853,0.941,0.523,0.4,101.114,0.0341,0.892,0.103,-18.179,0.0472
3857,0.994,0.356,0.0153,119.724,0.0674,0.926,0.0922,-28.528,0.0482
3861,0.558,0.787,0.459,96.982,0.777,4.80E-06,0.221,-9.236,0.0492
3863,0.348,0.621,0.494,80.012,0.408,0,0.135,-6.987,0.0534
3864,0.961,0.202,0.28,179.557,0.0481,0.899,0.073,-13.394,0.0342
3865,0.98,0.163,0.0599,68.61,0.0202,0.851,0.102,-22.879,0.0516
3866,0.893,0.461,0.277,104.008,0.228,0.88,0.14,-12.171,0.0287
3869,0.461,0.244,0.44,130.022,0.136,0.84,0.311,-12.838,0.041
3870,0.959,0.319,0.151,170.666,0.231,0.913,0.111,-18.504,0.0394
3871,0.84,0.191,0.257,73.02,0.102,0.961,0.124,-12.137,0.0364
3873,0.931,0.176,0.0447,118.882,0.031,0.908,0.0717,-26.811,0.0442
3876,0.848,0.712,0.192,100.001,0.398,0.662,0.092,-21.939,0.0875
3877,0.703,0.422,0.0713,60.032,0.0374,0.00873,0.0691,-17.519,0.0338
3879,0.0404,0.488,0.398,129.933,0.275,0,0.105,-8.069,0.0282
3881,0.809,0.628,0.144,99.995,0.28,0.907,0.506,-22.308,0.0378
3882,0.944,0.376,0.217,136.682,0.0704,0.886,0.124,-14.227,0.0435
3884,0.885,0.434,0.179,75.974,0.293,0,0.13,-13.848,0.0274
3885,0.176,0.592,0.485,110.04,0.113,0.71,0.0693,-12.483,0.032
3889,0.273,0.296,0.267,104.486,0.0465,0.81,0.11,-23.285,0.0476
3892,0.712,0.455,0.285,97.669,0.364,0,0.17,-10.194,0.0376
3896,0.195,0.481,0.766,108.427,0.16,0.219,0.122,-13.786,0.0612
3897,0.847,0.094,0.161,85.665,0.0364,0.95,0.0969,-15.19,0.0338
3899,0.518,0.635,0.438,158.096,0.534,0.467,0.104,-11.848,0.0603
3903,0.942,0.445,0.233,140.807,0.114,0.917,0.176,-18.372,0.0512
3906,0.985,0.525,0.196,121.31,0.17,0.974,0.104,-17.378,0.0387
3919,0.996,0.0794,0.119,173.607,0.266,0.91,0.11,-14.667,0.0422
3920,0.962,0.251,0.0825,77.036,0.0468,0.966,0.0984,-25.144,0.0413
3924,0.479,0.696,0.337,179.833,0.854,0.572,0.0793,-8.336,0.0477
3937,0.107,0.57,0.549,127.975,0.313,0.000591,0.111,-8.499,0.0418
3938,0.769,0.194,0.218,79.945,0.0376,0.904,0.206,-15.635,0.0519
3941,0.991,0.206,0.0344,85.618,0.0396,0.742,0.0905,-19.446,0.0452
3942,0.983,0.236,0.0745,89.749,0.0372,0.799,0.148,-20.243,0.0333
3946,0.996,0.254,0.00186,68.049,0.0372,0.931,0.0842,-32.334,0.034
3947,0.964,0.353,0.0036,80.638,0.066,0.913,0.0955,-23.01,0.0427
3950,0.783,0.138,0.209,76.499,0.035,0.959,0.164,-13.072,0.0426
3951,0.933,0.476,0.0442,92.01,0.0711,0.00339,0.068,-19.589,0.0312
3954,0.809,0.53,0.16,90.489,0.294,0.425,0.0795,-17.902,0.0403
3955,0.989,0.185,0.0614,78.668,0.075,0.968,0.124,-20.384,0.0324
3958,0.991,0.347,0.0088,134.722,0.243,0.892,0.0783,-30.972,0.0466
3962,0.917,0.608,0.427,169.052,0.751,0.602,0.0757,-13.238,0.0385
3972,0.0114,0.363,0.412,83.947,0.0483,0.963,0.145,-17.532,0.0386
3981,0.863,0.509,0.301,129.922,0.217,0.886,0.106,-18.544,0.0323
3989,0.893,0.52,0.308,81.694,0.631,0.0211,0.408,-18.175,0.552
3990,0.992,0.727,0.122,112.014,0.266,0.964,0.0994,-23.847,0.0481
3995,0.0108,0.2,0.112,98.803,0.0331,0.918,0.0963,-16.529,0.0437
3998,0.918,0.171,0.0816,116.331,0.0306,0.344,0.0565,-22.721,0.0456
4002,6.06E-06,0.33,0.717,94.68,0.255,0.754,0.187,-8.007,0.0291
4004,0.549,0.0843,0.199,65.674,0.0351,0.709,0.0843,-18.186,0.0435
4005,0.682,0.158,0.269,83.335,0.05,0.477,0.077,-13.619,0.0475
4024,0.741,0.09,0.15,52.93,0.0386,0.914,0.162,-16.239,0.0413
4033,0.995,0.61,0.0109,103.83,0.111,0.97,0.0973,-22.452,0.0634
4038,0.978,0.403,0.131,113.451,0.122,0.923,0.0974,-15.45,0.034
4048,0.2,0.138,0.425,160.004,0.127,0.959,0.0838,-14.591,0.041
4054,0.327,0.64,0.705,127.954,0.475,0.965,0.137,-10.025,0.0284
4062,0.969,0.105,0.051,70.105,0.0345,0.886,0.098,-26.044,0.0474
4065,0.827,0.384,0.378,128.637,0.234,3.44E-06,0.0966,-9.119,0.0373
4068,0.000516,0.618,0.978,145.018,0.439,0.86,0.406,-6.103,0.0461
4075,0.761,0.29,0.27,109.56,0.11,0.929,0.0876,-16.111,0.0431
4082,0.975,0.627,0.123,97.626,0.169,0.958,0.0952,-20.893,0.0345
4087,0.91,0.185,0.105,136.497,0.0677,0.631,0.0814,-19.184,0.0427
4088,0.794,0.421,0.0181,111.655,0.123,0.92,0.0876,-27.407,0.0312
4089,0.281,0.533,0.686,115.04,0.663,0.825,0.111,-5.56,0.0368
4100,0.962,0.23,0.0445,90.193,0.0993,0.899,0.103,-23.303,0.0373
4104,0.189,0.0626,0.135,60.046,0.0254,0.902,0.103,-18.173,0.0392
4106,0.983,0.254,0.297,48.602,0.068,0.922,0.109,-14.11,0.0358
4109,0.903,0.182,0.286,128.496,0.0394,0.588,0.113,-13.552,0.0355
4111,0.819,0.156,0.0822,77.151,0.036,0.958,0.114,-37.748,0.0625
4124,0.595,0.464,0.342,120,0.0619,0.88,0.0741,-19.402,0.0375
4126,0.905,0.171,0.197,69.229,0.0941,0.77,0.083,-17.955,0.0334
4129,0.246,0.234,0.27,109.131,0.0999,0.0601,0.231,-12.065,0.0328
4154,0.81,0.115,0.477,88.597,0.0417,0.866,0.115,-18.715,0.0553
4162,0.0773,0.351,0.579,150.734,0.0921,0.798,0.0585,-17.865,0.395
4170,0.959,0.681,0.626,123.156,0.712,0,0.683,-7.85,0.446
4172,0.07,0.155,0.19,75.518,0.0342,0.799,0.102,-18.409,0.044
4174,0.912,0.257,0.529,114.253,0.0395,0.873,0.129,-7.09,0.037
4180,0.778,0.458,0.182,129.848,0.119,0.00012,0.106,-13.519,0.0341
4215,0.982,0.39,0.0151,67.984,0.0668,0.934,0.105,-29.977,0.0363
4217,0.883,0.345,0.302,84.618,0.14,0.862,0.34,-11.509,0.0314
4226,0.952,0.449,0.198,109.774,0.0357,0.933,0.0828,-18.615,0.0339
4239,0.291,0.427,0.463,84.98,0.0609,0.864,0.125,-15.303,0.0401
4261,0.978,0.156,0.059,80.815,0.0326,0.845,0.112,-20.298,0.0411
4267,0.952,0.265,0.148,143.864,0.0394,0.98,0.39,-19.528,0.0357
4283,0.748,0.365,0.2,130.448,0.0351,0.937,0.0728,-17.91,0.0326
4303,0.466,0.339,0.253,145.357,0.0336,0.864,0.11,-22.116,0.0455
4312,0.0524,0.765,0.793,126.901,0.561,0,0.148,-7.709,0.0806
4321,0.704,0.629,0.29,110.988,0.116,0.828,0.116,-18.34,0.0344
4327,0.526,0.306,0.0561,61.277,0.0838,0.921,0.118,-20.869,0.0371
4328,0.955,0.408,0.123,115.241,0.102,0.811,0.104,-16.291,0.0366
4331,0.491,0.396,0.434,90.005,0.134,0.886,0.118,-15.329,0.0277
4341,0.00175,0.265,0.325,101.059,0.111,0.914,0.101,-8.513,0.0337
4365,0.837,0.393,0.216,61.413,0.239,0,0.0933,-13.04,0.0383
4440,0.982,0.235,0.154,75.442,0.0694,0.659,0.106,-14.582,0.0327
4442,0.973,0.291,0.175,115.677,0.0358,0.157,0.12,-12.514,0.0414
4444,0.878,0.289,0.665,71.145,0.836,0.0127,0.0507,-10.445,0.204
4448,0.853,0.188,0.136,81.416,0.0582,0.873,0.065,-22.591,0.046
4451,0.977,0.333,0.118,122.996,0.0393,0.918,0.113,-21.052,0.045
4452,0.886,0.126,0.369,88.91,0.0379,0.904,0.112,-10.046,0.0339
4454,0.971,0.747,0.18,100.044,0.202,0.844,0.107,-16.811,0.0387
4455,0.396,0.476,0.496,125.523,0.24,0.975,0.101,-16.564,0.039
4457,0.669,0.206,0.244,66.793,0.0389,0.785,0.105,-21.397,0.0415
4458,0.952,0.0723,0.0322,68.1,0.0287,0.1,0.114,-23.665,0.0482
4462,0.828,0.212,0.211,96.868,0.268,0.871,0.112,-18.348,0.0282
4463,0.0972,0.519,0.507,126.011,0.26,0.705,0.111,-8.258,0.0321
4464,0.978,0.146,0.143,81.018,0.173,0.829,0.117,-19.2,0.0324
4465,0.277,0.272,0.416,110.148,0.253,0.882,0.0996,-7.654,0.0355
4472,0.747,0.621,0.494,121.192,0.899,0.894,0.0725,-13.152,0.0349
4473,0.117,0.167,0.0522,94.244,0.0306,0.555,0.0759,-36.045,0.0539
4475,0.733,0.448,0.51,123.047,0.0342,0.91,0.186,-11.583,0.0374
4476,0.351,0.157,0.158,133.429,0.0266,0.225,0.134,-10.284,0.044
4478,0.518,0.47,0.274,109.966,0.0378,0.859,0.0764,-18.659,0.0358
4493,0.851,0.0919,0.126,76.313,0.0349,0.721,0.0619,-19.282,0.0432
4498,0.109,0.183,0.45,171.855,0.0349,0.942,0.0659,-13.634,0.04
4499,0.96,0.563,0.0558,92.188,0.334,0.853,0.111,-15.237,0.0333
4500,0.376,0.112,0.393,92.9,0.0377,0.779,0.111,-10.326,0.0329
4502,0.258,0.169,0.264,113.302,0.0307,0.919,0.0643,-10.808,0.0423
4510,0.985,0.204,0.066,130.554,0.0325,0.885,0.0726,-24.892,0.0362
4512,0.979,0.457,0.105,120.105,0.155,0.936,0.123,-22.082,0.0394
4513,0.943,0.387,0.0596,58.654,0.146,0.0738,0.0828,-18.151,0.0312
4516,0.746,0.46,0.285,119.858,0.233,0.952,0.0658,-15.659,0.0359
4519,0.774,0.0979,0.0999,161.909,0.107,0.928,0.131,-19.328,0.0429
4520,0.993,0.438,0.44,139.918,0.148,0.85,0.593,-14.805,0.0395
4523,0.886,0.195,0.0304,73.35,0.036,0.882,0.0808,-17.163,0.0408
4524,0.815,0.526,0.257,96.324,0.406,5.62E-06,0.161,-16.898,0.136
4527,0.871,0.133,0.169,79.127,0.0756,0.591,0.0775,-15.832,0.0383
4535,0.972,0.354,0.204,149.207,0.415,0,0.235,-15.49,0.0324
4536,0.189,0.603,0.241,66.005,0.391,0.873,0.101,-19.633,0.0519
4541,0.123,0.524,0.313,124.996,0.0354,0.0575,0.0885,-12.376,0.0332
4542,0.971,0.188,0.248,107.964,0.0375,0.315,0.103,-18.305,0.0379
4543,0.992,0.263,0.0177,73.247,0.173,0.906,0.119,-32.229,0.0412
4545,0.955,0.148,0.29,88.868,0.0371,0.768,0.118,-15.859,0.0317
4551,0.91,0.437,0.287,94.224,0.231,0.991,0.201,-16.959,0.026
4552,0.623,0.123,0.462,89.896,0.263,0.948,0.267,-10.154,0.034
4555,0.948,0.192,0.0357,117.386,0.0283,0.915,0.0777,-30.787,0.0459
4557,0.789,0.233,0.124,99.978,0.0392,0.822,0.109,-24.191,0.0364
4558,0.962,0.0704,0.214,77.571,0.0469,0.948,0.104,-14.975,0.0343
4562,0.887,0.421,0.147,144.069,0.115,0.894,0.117,-26.416,0.0295
4563,0.821,0.537,0.136,89.902,0.309,0.00133,0.094,-19.948,0.0263
4564,0.936,0.214,0.174,79.486,0.0356,0.91,0.143,-15.929,0.0375
4565,0.962,0.278,0.159,67.541,0.0374,0.882,0.0869,-16.275,0.0318
4580,0.885,0.352,0.139,111.269,0.152,0.000103,0.742,-14.212,0.0348
4585,0.885,0.204,0.12,88.786,0.0384,0.916,0.0965,-18.706,0.0378
4587,0.348,0.17,0.191,91.709,0.156,0.565,0.146,-17.635,0.0317
4588,0.0754,0.657,0.602,84.923,0.713,0,0.132,-5.563,0.0891
4596,0.727,0.198,0.256,88.709,0.0439,0.905,0.108,-15.024,0.0324
4597,0.808,0.619,0.146,139.533,0.288,0,0.0971,-14.439,0.0382
4598,0.893,0.339,0.083,75.994,0.0522,0.959,0.106,-21.043,0.031
4601,0.258,0.481,0.189,84.23,0.527,0.000198,0.0828,-16.923,0.0355
4604,0.752,0.545,0.592,95.241,0.779,0,0.102,-7.034,0.0487
4607,0.965,0.262,0.0104,60.3,0.0391,0.883,0.113,-20.941,0.0405
4610,0.431,0.1,0.176,82.322,0.0373,0.804,0.116,-20.958,0.0357
4612,0.971,0.266,0.143,96.092,0.0838,0.684,0.0885,-17.798,0.0421
4615,0.971,0.517,0.00848,64.699,0.0301,0.904,0.0816,-27.577,0.0465
4621,0.0862,0.668,0.429,162.445,0.878,0.733,0.101,-14.137,0.183
4623,0.929,0.518,0.319,98.059,0.274,0.972,0.112,-15.269,0.0311
4624,0.961,0.093,0.0443,87.686,0.0361,0.984,0.122,-23.787,0.0412
4630,0.77,0.454,0.234,144.132,0.227,0.909,0.104,-13.952,0.0323
4631,0.552,0.46,0.546,95.107,0.0983,0.856,0.121,-11.501,0.0353
4636,0.967,0.538,0.0687,103.808,0.132,0.461,0.0854,-17.993,0.0371
4638,0.903,0.315,0.148,76.48,0.127,0.428,0.128,-10.662,0.0327
4639,0.832,0.328,0.251,143.441,0.12,3.18E-06,0.0755,-10.502,0.0339
4642,0.00383,0.668,0.779,109.996,0.446,0.69,0.05,-8.899,0.0465
4643,0.983,0.193,0.0522,76.552,0.0279,0.947,0.0795,-20.891,0.041
