ID,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
7490,0.987,0.104,0.0821,164.144,0.0389,0.83,0.171,-24.35,0.0444
7507,0.0324,0.69,0.411,124.772,0.288,0.866,0.119,-9.217,0.0612
7516,0.498,0.433,0.422,132.381,0.241,0.91,0.109,-16.875,0.0367
7522,0.0537,0.605,0.471,64.957,0.346,0.642,0.19,-11.194,0.0353
7583,0.4,0.468,0.386,140.437,0.0387,0.827,0.144,-15.414,0.0944
7585,0.99,0.282,0.0469,179.482,0.0389,0.909,0.057,-30.683,0.0544
7649,0.922,0.264,0.141,111.473,0.0326,0.848,0.101,-23.812,0.0447
7651,0.988,0.641,0.133,120.033,0.381,0.558,0.102,-17.865,0.0366
7657,0.115,0.579,0.483,175.264,0.64,0.0013,0.217,-11.542,0.0546
7664,0.945,0.167,0.274,59.148,0.184,0,0.435,-13.74,0.0318
7674,0.81,0.427,0.263,110.056,0.0597,0.882,0.176,-21.625,0.0304
7690,0.953,0.171,0.139,114.137,0.0397,0.895,0.0726,-20.18,0.0376
7700,0.199,0.462,0.905,172.363,0.502,0,0.132,-3.279,0.509
7722,0.939,0.124,0.0712,154.206,0.0407,0.789,0.0801,-24.035,0.0418
7725,0.123,0.284,0.397,174.457,0.0923,0.855,0.0994,-11.344,0.0354
7748,0.0589,0.22,0.563,128.572,0.0649,0.886,0.109,-10.738,0.0399
7759,0.995,0.21,0.071,72.113,0.0291,0.963,0.0712,-28.847,0.0775
7766,0.295,0.303,0.409,121.102,0.0334,0.935,0.207,-11.451,0.0366
7770,0.887,0.404,0.243,98.589,0.24,0.0175,0.0788,-12.594,0.0284
7807,0.727,0.121,0.00588,174.897,0.0287,0.902,0.111,-23.115,0.051
7819,0.0514,0.692,0.607,117,0.239,0.946,0.0674,-9.094,0.055
7846,0.426,0.523,0.561,139.885,0.31,0,0.109,-6.474,0.0329
7849,0.699,0.416,0.172,102.575,0.0394,0.946,0.0574,-20.443,0.033
7853,0.857,0.232,0.0648,99.933,0.0292,0.131,0.104,-33.95,0.0528
7855,0.0245,0.664,0.706,102.999,0.238,0.925,0.0902,-8.117,0.0293
7863,0.68,0.152,0.207,78.571,0.0521,0.864,0.148,-13.513,0.0376
7866,0.95,0.502,0.22,129.296,0.224,0.639,0.0982,-10.934,0.0291
7867,0.907,0.157,0.402,93.333,0.119,0.89,0.326,-9.735,0.0349
7874,0.933,0.3,0.154,66.697,0.0252,0.979,0.0719,-19.107,0.0535
7894,0.989,0.169,0.00752,66.459,0.127,0.927,0.102,-27.787,0.0399
7905,0.857,0.196,0.00103,103.769,0.0256,0.993,0.0897,-25.868,0.0527
7908,0.00421,0.551,0.787,139.39,0.718,0,0.375,-6.473,0.259
7909,0.573,0.734,0.424,108.954,0.566,0,0.0814,-11.181,0.0312
7915,0.407,0.717,0.335,118.014,0.108,0.937,0.11,-19.212,0.049
7925,0.953,0.278,0.0729,125.2,0.0364,0.351,0.0745,-21.962,0.0456
7926,0.0785,0.284,0.3,140.199,0.0634,0.914,0.105,-13.092,0.0435
7927,0.247,0.742,0.905,95.011,0.586,0,0.0805,-3.82,0.167
7935,0.525,0.436,0.587,182.068,0.287,0.911,0.0606,-11.22,0.045
7986,0.343,0.203,0.211,141.264,0.0397,0.914,0.0888,-17.221,0.0475
8012,0.871,0.119,0.019,168.889,0.038,0.948,0.0624,-35.845,0.0372
8017,0.00677,0.169,0.37,65.96,0.0363,0.821,0.104,-12.397,0.0315
8032,0.0468,0.119,0.123,91.873,0.114,0.839,0.259,-24.583,0.0347
8054,0.281,0.402,0.277,180.062,0.0363,0.789,0.115,-23.808,0.0366
8058,0.879,0.292,0.193,140.552,0.0377,0.877,0.111,-16.024,0.0366
8060,0.775,0.243,0.0867,113.37,0.242,0.925,0.108,-29.705,0.0469
8095,0.00273,0.632,0.572,92.006,0.618,0.864,0.0583,-12.387,0.0497
8102,0.0192,0.646,0.575,131.94,0.481,0.837,0.101,-7.179,0.0673
8120,0.941,0.249,0.0421,71.852,0.0904,0.921,0.134,-27.146,0.0435
8121,0.893,0.331,0.207,92.557,0.0742,0.573,0.108,-18.741,0.0434
8161,0.0267,0.474,0.727,116.394,0.263,0.868,0.0768,-10.14,0.0481
8181,0.698,0.692,0.392,82.535,0.746,1.44E-05,0.101,-15.106,0.167
8261,0.676,0.147,0.159,137.716,0.0377,0.684,0.0754,-18.381,0.0387
8263,0.969,0.103,0.0684,186.324,0.0343,0.665,0.161,-18.706,0.0531
8303,0.952,0.338,0.0655,167.971,0.0376,0.877,0.106,-27.745,0.0747
8309,0.417,0.16,0.0784,67.456,0.033,0.689,0.109,-24.358,0.0406
8333,0.0203,0.429,0.41,160.729,0.152,0.771,0.264,-15.399,0.108
8352,0.993,0.135,0.0051,92.171,0.0378,0.902,0.0808,-32.836,0.0421
8364,0.87,0.094,0.165,52.377,0.0396,0.771,0.0946,-15.417,0.0382
8377,0.996,0.155,0.0352,84.742,0.102,0.884,0.115,-29.665,0.036
8402,0.376,0.572,0.761,100.999,0.923,0.000159,0.493,-11.568,0.0352
8417,0.948,0.236,0.0627,76.073,0.0395,0.96,0.0956,-23.854,0.0369
8430,0.9,0.549,0.116,109.379,0.0431,0.93,0.083,-20.218,0.0712
8442,0.019,0.901,0.75,90,0.42,6.58E-05,0.0528,-4.147,0.201
8478,0.201,0.665,0.395,110.912,0.632,0,0.261,-15.283,0.0264
8498,0.42,0.261,0.437,84.839,0.0275,0.956,0.393,-16.788,0.0824
8512,0.994,0.309,0.00801,133.619,0.282,0.74,0.0917,-26.677,0.0457
8517,0.684,0.69,0.178,77.018,0.301,0,0.0936,-15.202,0.103
8559,0.523,0.461,0.609,128.95,0.511,0.00173,0.102,-9.33,0.063
8567,0.989,0.49,0.0564,65.464,0.188,0.931,0.114,-20.006,0.0809
8573,0.851,0.269,0.4,103.113,0.0815,0.00661,0.112,-10.698,0.0297
8578,0.00328,0.543,0.456,77.96,0.381,0.000407,0.112,-7.963,0.0251
8587,0.0761,0.681,0.649,132.904,0.902,0.826,0.0821,-12.684,0.0507
8597,0.596,0.545,0.347,116.764,0.407,0,0.129,-13.567,0.0486
8603,0.975,0.145,0.144,176.535,0.152,0.0167,0.0912,-18.426,0.0474
8639,0.758,0.36,0.972,140.17,0.22,0.686,0.0776,-7.644,0.137
8657,0.158,0.686,0.689,120.031,0.446,0,0.0422,-4.73,0.0379
8661,0.871,0.202,0.173,91.407,0.174,0.0766,0.102,-18.632,0.0338
8703,0.469,0.374,0.18,118.145,0.176,0.703,0.108,-18.373,0.0349
8729,0.855,0.215,0.0475,70.515,0.15,0.946,0.125,-22.803,0.0372
8743,0.5,0.567,0.485,127.603,0.421,0,0.0802,-8.243,0.0602
8751,0.704,0.339,0.174,135.07,0.0348,0.979,0.129,-20.171,0.041
8902,0.378,0.574,0.399,73,0.274,0.195,0.12,-11.527,0.0259
8975,0.603,0.283,0.251,71.34,0.0309,0.896,0.0796,-22.538,0.127
8980,0.933,0.287,0.191,110.013,0.0856,0.749,0.109,-16.834,0.0323
9006,0.972,0.183,0.0139,63.833,0.0342,0.877,0.0734,-28.923,0.0393
9012,0.141,0.426,0.388,99.827,0.0366,0.111,0.0992,-16.363,0.0343
9038,0.952,0.23,0.0164,87.217,0.0372,0.879,0.0675,-25.765,0.0372
9056,0.00715,0.486,0.758,86.975,0.535,7.75E-06,0.429,-8.862,0.0351
9074,0.132,0.302,0.804,123.263,0.185,0.0311,0.0879,-9.274,0.0601
9107,0.867,0.14,0.108,90.714,0.047,0.882,0.186,-24.28,0.036
9149,0.93,0.103,0.1,72.718,0.0343,0.722,0.102,-16.136,0.0473
9162,0.831,0.668,0.519,151.966,0.499,0,0.255,-5.546,0.0331
9182,0.367,0.608,0.616,99.987,0.0384,0.914,0.113,-13.386,0.0426
9187,0.379,0.536,0.69,91.014,0.445,0.891,0.119,-11.682,0.0328
9203,0.971,0.281,0.346,97.087,0.148,0.886,0.195,-9.278,0.0311
9216,0.56,0.19,0.414,78.505,0.0989,0.953,0.105,-8.224,0.0336
9217,0.405,0.195,0.168,102.54,0.0271,0.972,0.0865,-22.176,0.0377
9218,0.912,0.227,0.264,65.456,0.0332,0.985,0.0394,-17.987,0.0445
9237,0.000483,0.395,0.926,140.127,0.192,0.905,0.179,-4.872,0.0823
9252,0.00855,0.204,0.421,118.723,0.0793,0.00542,0.11,-12.989,0.102
9333,0.954,0.251,0.178,88.096,0.171,1.85E-06,0.121,-9.967,0.0307
9343,0.587,0.295,0.236,90.136,0.0853,0.931,0.0986,-27.708,0.0384
9363,0.783,0.542,0.314,145.052,0.336,0.813,0.0954,-16.197,0.0369
9385,0.902,0.346,0.233,93.309,0.205,0.861,0.445,-16.874,0.0314
9427,0.378,0.205,0.203,84.409,0.0974,0.909,0.0975,-13.244,0.0317
9434,0.463,0.612,0.547,125.21,0.509,0.815,0.137,-17.15,0.0421
9482,0.916,0.176,0.136,76.371,0.0367,0.791,0.107,-18.534,0.0417
9535,0.00892,0.0766,0.235,176.092,0.058,0.000852,0.153,-17.258,0.106
9559,0.984,0.351,0.0958,143.936,0.185,0.754,0.0606,-31.555,0.0418
9587,0.313,0.637,0.494,112.001,0.0352,0.938,0.0979,-13.747,0.0417
9622,0.579,0.321,0.376,191.274,0.253,7.44E-06,0.119,-6.21,0.0382
9651,0.98,0.0762,0.12,65.721,0.0376,0.947,0.0822,-18.857,0.0411
9702,0.92,0.0831,0.0336,70.619,0.0347,0.891,0.145,-27.765,0.0526
9715,0.00714,0.756,0.846,136.025,0.781,0.000344,0.1,-5.697,0.0618
9724,0.946,0.39,0.345,169.813,0.269,0.839,0.113,-18.81,0.042
9765,0.0057,0.551,0.651,117.036,0.0862,0.602,0.0933,-13.611,0.0563
9782,0.3,0.25,0.233,57.982,0.1,0.305,0.0707,-13.996,0.0308
9806,0.371,0.424,0.566,94.432,0.444,0.00156,0.293,-9.462,0.0484
9843,0.898,0.199,0.133,49.952,0.0398,0.769,0.111,-19.492,0.0322
9883,0.863,0.0719,0.115,72.411,0.0369,0.899,0.112,-27.204,0.0392
9889,0.0734,0.715,0.592,135.064,0.947,1.06E-06,0.481,-12.689,0.031
9943,0.973,0.204,0.02,141.808,0.163,0.963,0.0836,-33.443,0.0383
9963,0.443,0.559,0.213,125.698,0.164,0.921,0.143,-18.356,0.0349
9966,0.913,0.476,0.281,123.28,0.11,0.92,0.111,-13.58,0.0397
9978,0.848,0.167,0.143,82.424,0.0514,0.959,0.0971,-20.709,0.0399
9990,0.42,0.506,0.601,160.022,0.0382,0.865,0.0547,-9.022,0.0435
10095,0.6,0.642,0.669,104.189,0.54,0.000212,0.0894,-7.196,0.0277
10106,0.0317,0.534,0.676,151.965,0.595,4.67E-06,0.0535,-8.62,0.0425
10217,0.0981,0.701,0.715,102.994,0.56,0.823,0.106,-6.298,0.0387
10229,0.0713,0.24,0.09,109.577,0,0.981,0.106,-20.413,0.0429
10293,0.367,0.574,0.56,93.024,0.164,0.702,0.168,-10.535,0.0527
10326,0.745,0.487,0.149,127.833,0.283,0.00212,0.119,-17.562,0.0357
10348,0.000128,0.515,0.399,105,0.119,0.969,0.11,-7.901,0.0337
10390,0.0043,0.516,0.906,134.998,0.7,0.919,0.114,-11.219,0.0548
10434,0.883,0.129,0.169,76.773,0.0662,0.914,0.238,-16.064,0.0352
10437,0.891,0.655,0.225,99.906,0.163,0.933,0.0979,-14.577,0.0381
10459,0.0413,0.683,0.562,139.979,0.448,0.761,0.1,-13.497,0.074
10461,0.727,0.598,0.464,119.98,0.361,0.783,0.0571,-15.622,0.0342
10498,0.853,0.199,0.0282,112.166,0.0382,0.332,0.115,-20.959,0.0443
10520,0.961,0.565,0.177,77.317,0.0558,0.801,0.119,-20.044,0.0753
10528,0.87,0.417,0.135,139.437,0.33,0.732,0.0756,-24.355,0.0361
10581,0.132,0.571,0.653,123.629,0.575,0.733,0.369,-10.512,0.0308
10605,0.935,0.124,0.128,72.175,0.0317,0.936,0.0727,-22.256,0.0425
10667,0.448,0.147,0.202,73.943,0.0356,0.922,0.138,-16.403,0.0567
10669,0.948,0.218,0.0953,168.632,0.129,0.969,0.0817,-19.662,0.0368
10700,0.978,0.234,0.0554,131.596,0.0395,0.892,0.0653,-20.309,0.0379
10749,0.711,0.203,0.257,87.618,0.122,0.923,0.164,-13.891,0.0307
10752,0.758,0.633,0.545,110.095,0.362,0,0.68,-11.396,0.883
10765,0.715,0.527,0.509,140.023,0.322,0,0.109,-6.422,0.0272
10879,0.252,0.474,0.44,94.78,0.29,0.0698,0.294,-11.972,0.0367
10899,0.678,0.59,0.128,102.012,0.253,0.912,0.218,-22.887,0.0284
10905,0.864,0.161,0.2,57.888,0.0373,0.891,0.0764,-18.64,0.0366
10910,0.191,0.646,0.24,128.012,0.109,0.869,0.0879,-18.544,0.0335
10987,0.684,0.508,0.507,140.103,0.0873,0.888,0.109,-11.257,0.0306
10994,0.975,0.252,0.63,125.085,0.0752,0.568,0.261,-10.694,0.0529
11027,0.995,0.29,0.00244,74.158,0.0347,0.968,0.11,-29.147,0.0508
11068,0.683,0.172,0.399,90.289,0.0512,0.904,0.125,-17.2,0.0526
11070,0.844,0.336,0.185,80.945,0.0878,0.699,0.0805,-20.808,0.0309
11124,0.885,0.319,0.716,159.615,0.305,0.941,0.202,-9.433,0.103
11133,0.69,0.142,0.0784,140.61,0.0378,0.899,0.364,-26.193,0.0407
11164,0.984,0.386,0.134,100.552,0.314,0.864,0.1,-17.505,0.0343
11232,0.087,0.463,0.773,121.905,0.038,0.0819,0.0721,-11.977,0.0542
11252,0.00862,0.694,0.22,150.259,0.34,0.849,0.112,-16.501,0.0437
11271,0.832,0.0829,0.139,72.906,0.0367,0.912,0.094,-17.017,0.0394
11384,0.941,0.441,0.105,77.034,0.0367,0.955,0.111,-19.051,0.03
11398,0.572,0.155,0.181,75.892,0.0325,0.558,0.114,-17.356,0.0378
11401,0.0596,0.421,0.798,87.901,0.205,0.651,0.127,-11.647,0.0567
11403,0.961,0.088,0.0187,70.945,0.0299,0.965,0.0819,-35.655,0.0509
11469,0.887,0.377,0.209,96.048,0.053,0.956,0.0929,-16.884,0.0317
11474,0.184,0.283,0.399,132.066,0.0364,0.901,0.668,-20.649,0.0714
11487,0.9,0.224,0.216,83.503,0.106,0.633,0.0973,-21.835,0.0463
11493,0.589,0.643,0.367,113.961,0.586,0,0.47,-11.719,0.0314
11494,0.427,0.136,0.267,175.335,0.0353,0.714,0.347,-20.233,0.0448
11507,0.638,0.367,0.105,113.196,0.0315,0.934,0.073,-26.081,0.0374
11551,0.904,0.227,0.17,89.635,0.0741,0.905,0.16,-19.699,0.0475
11625,0.482,0.389,0.486,124.905,0.329,0.364,0.134,-13.77,0.0312
11643,0.244,0.227,0.312,120.084,0.179,0.855,0.113,-16.119,0.0361
11661,0.857,0.369,0.23,89.862,0.136,0.917,0.15,-15.603,0.0382
11685,0.411,0.225,0.235,90.272,0.18,0.882,0.111,-19.07,0.0372
11726,0.638,0.616,0.193,129.558,0.128,0.872,0.0817,-21.459,0.0316
11757,0.853,0.134,0.18,80.262,0.0973,0.741,0.107,-20.592,0.0378
11773,0.929,0.107,0.0567,70.01,0.0337,0.908,0.12,-23.294,0.0475
11805,0.83,0.575,0.696,110.523,0.514,0.0192,0.0946,-6.575,0.241
11896,0.874,0.269,0.35,128.456,0.124,0.138,0.143,-9.147,0.0449
11897,0.428,0.61,0.578,119.873,0.701,0.0269,0.0947,-10.648,0.0377
11918,0.857,0.512,0.163,103.298,0.19,1.05E-05,0.109,-16.727,0.0346
11920,0.722,0.334,0.278,110.065,0.0366,0.934,0.107,-15.587,0.0342
11940,0.672,0.498,0.748,143.998,0.0785,0.818,0.295,-9.437,0.1
11957,0.691,0.806,0.177,98.051,0.345,0.538,0.0787,-16.952,0.0577
12020,0.444,0.535,0.452,124.777,0.168,0.654,0.145,-9.921,0.0301
12029,0.243,0.522,0.655,87.056,0.111,0.955,0.152,-9.175,0.027
12050,0.894,0.278,0.147,169.664,0.0985,0.000547,0.199,-15,0.0431
12110,0.953,0.143,0.0327,74.551,0.0329,0.664,0.11,-34.084,0.0495
12119,0.0891,0.481,0.842,143.956,0.665,0,0.0716,-6.796,0.0727
12141,0.93,0.595,0.179,101.99,0.0639,0.922,0.0828,-19.069,0.0356
12290,0.00309,0.755,0.67,119.997,0.856,0,0.0674,-11.099,0.0426
12303,0.982,0.457,0.0146,109.625,0.277,0.00433,0.16,-35.105,0.0358
12312,0.704,0.51,0.495,149.788,0.0354,0.92,0.111,-16.634,0.0775
12372,0.902,0.582,0.633,124.952,0.037,0.9,0.151,-11.134,0.0361
12401,0.849,0.199,0.429,85.769,0.15,0.377,0.669,-10.888,0.0564
12434,0.483,0.202,0.00126,66.473,0.0306,0.947,0.0761,-28.926,0.0496
12453,0.89,0.193,0.0882,71.185,0.0367,0.581,0.0516,-26.29,0.0333
12463,0.0036,0.251,0.556,96.642,0.146,0.883,0.232,-10.97,0.027
12475,0.0366,0.134,0.0544,81.73,0.0316,0.837,0.107,-21.69,0.0348
12488,0.265,0.304,0.563,190.91,0.0901,0.852,0.108,-14.546,0.0701
12524,0.949,0.212,0.115,109.748,0.04,0.782,0.123,-16.507,0.0379
12530,0.861,0.462,0.23,133.666,0.0805,0.911,0.113,-16.285,0.0411
12533,0.987,0.144,0.0816,79.195,0.0772,0.792,0.117,-21.151,0.0391
12764,0.749,0.376,0.285,100.19,0.155,0.565,0.0822,-13.115,0.0291
12772,0.0804,0.145,0.191,138.725,0.0348,0.895,0.173,-20.352,0.0433
12846,0.442,0.276,0.263,77.787,0.141,0.953,0.108,-21.57,0.0441
12923,0.736,0.496,0.383,100.001,0.164,0,0.083,-7.296,0.026
13000,7.05E-05,0.289,0.726,168.035,0.0309,0.195,0.0981,-8.416,0.0415
13088,0.313,0.156,0.23,71.898,0.0389,0.828,0.204,-21.828,0.0609
13097,0.995,0.172,0.0147,73.239,0.127,0.991,0.1,-27.96,0.0478
13129,0.299,0.329,0.206,120.807,0.0273,0.678,0.117,-18.631,0.0404
13138,0.76,0.46,0.211,125.854,0.245,0.93,0.101,-15.869,0.0361
13163,0.703,0.19,0.254,145.996,0.0823,0.899,0.254,-20.605,0.0421
13178,0.845,0.114,0.272,73.698,0.037,0.912,0.568,-19.536,0.045
13238,0.0407,0.268,0.255,101.335,0.266,0.89,0.106,-20.787,0.0597
13296,0.662,0.126,0.174,148.774,0.0341,0.957,0.104,-16.8,0.0467
13396,0.991,0.133,0.0176,78.114,0.042,0.823,0.0817,-27.397,0.0437
13490,0.674,0.247,0.143,113.994,0.034,0.919,0.2,-26.142,0.0394
13497,0.921,0.149,0.0829,137.459,0.0289,0.898,0.127,-34.506,0.0495
13529,0.686,0.265,0.514,85.948,0.293,0.00425,0.249,-6.633,0.0343
13538,0.58,0.179,0.339,76.665,0.0285,0.906,0.0987,-17.041,0.0442
13602,0.676,0.407,0.31,95.687,0.0324,0.866,0.199,-24.85,0.0516
13618,0.545,0.337,0.411,124.831,0.0775,0.824,0.367,-12.607,0.0648
13733,0.814,0.149,0.264,146.284,0.038,0.864,0.142,-18.306,0.0361
13734,0.978,0.313,0.191,116.296,0.137,0.812,0.115,-13.761,0.049
13855,0.429,0.606,0.877,116.031,0.0642,0.909,0.128,-9.449,0.0378
13874,0.662,0.38,0.404,135.317,0.0799,8.46E-06,0.108,-8.372,0.0276
13912,0.0138,0.53,0.443,154.974,0.623,0.00028,0.0967,-17.303,0.0299
13940,0.864,0.241,0.121,132.863,0.0376,0.948,0.0623,-25.087,0.0392
14055,0.349,0.13,0.334,80.735,0.0395,0.853,0.218,-16.57,0.0525
14063,0.977,0.163,0.0988,65.071,0.0369,0.95,0.1,-25.545,0.0436
14065,0.62,0.247,0.284,130.364,0.217,0.752,0.0929,-16.561,0.0382
14110,0.603,0.16,0.194,65.592,0.0263,0.7,0.167,-25.763,0.0595
14186,0.000941,0.561,0.664,99.379,0.0815,0.891,0.0946,-10.202,0.0678
14193,0.0579,0.366,0.461,121.872,0.102,0.763,0.308,-14.855,0.0353
14220,0.00536,0.656,0.82,101.428,0.93,0.853,0.0578,-9.509,0.0632
14251,0.51,0.408,0.312,93.176,0.0499,0.802,0.0739,-15.719,0.0362
14304,0.807,0.365,0.498,133.087,0.476,1.27E-05,0.645,-5.069,0.0335
14430,0.992,0.404,0.177,186.789,0.377,0.937,0.0922,-19.481,0.0347
14453,0.388,0.172,0.213,96.711,0.0399,0.937,0.0947,-16.371,0.0329
14472,0.962,0.084,0.0602,68.4,0.0489,0.945,0.0543,-26.008,0.0425
14611,0.967,0.767,0.695,119.284,0.857,0.00251,0.122,-8.144,0.374
14659,0.869,0.106,0.00673,171.87,0.0388,0.923,0.158,-34.594,0.0467
14685,0.00693,0.171,0.282,135.642,0.0375,0.888,0.136,-12.611,0.0381
14738,0.759,0.151,0.142,83.408,0.0737,0.815,0.101,-14.728,0.0316
14746,0.0723,0.634,0.692,127.645,0.554,0.866,0.13,-10.879,0.0428
14859,0.807,0.691,0.114,83.957,0.235,0.741,0.085,-21.364,0.0456
14954,0.0884,0.629,0.559,139.085,0.188,0.727,0.112,-13.977,0.0355
14960,0.929,0.146,0.0871,85.583,0.0325,0.904,0.103,-24.826,0.0369
14989,0.404,0.345,0.133,109.547,0.063,0.346,0.125,-16.097,0.0325
15015,0.962,0.203,0.0027,143.496,0.0353,0.685,0.0962,-31.422,0.0424
15166,0.00186,0.148,0.295,84.201,0.0497,0.829,0.206,-22.301,0.0415
15277,0.169,0.587,0.476,120.087,0.243,0,0.246,-10.52,0.0656
15298,0.62,0.457,0.678,118.6,0.046,0.961,0.125,-8.937,0.0291
15329,0.00307,0.857,0.867,140.069,0.808,0,0.0834,-4.92,0.222
15447,0.0961,0.405,0.638,187.746,0.654,8.28E-05,0.157,-7.303,0.0838
15473,0.41,0.574,0.482,129.31,0.101,0.27,0.12,-11.537,0.0405
15546,0.98,0.444,0.0496,88.286,0.254,0.913,0.116,-17.909,0.0361
15590,0.0199,0.243,0.588,126.349,0.039,0.735,0.292,-9.726,0.0403
15697,0.25,0.13,0.284,86.372,0.0466,0.8,0.108,-18.132,0.0369
15726,0.605,0.814,0.383,108.027,0.0739,0.861,0.11,-13.515,0.0432
15787,0.689,0.182,0.282,98.999,0.0301,0.661,0.0737,-14.747,0.0342
15795,0.239,0.414,0.124,125.96,0.036,0.898,0.108,-20.64,0.0415
15888,0.769,0.111,0.13,74.434,0.0356,0.904,0.11,-19.044,0.0407
16089,0.773,0.171,0.0857,80.686,0.0562,0.924,0.109,-16.929,0.044
16133,0.524,0.694,0.221,95.336,0.341,0.0695,0.0998,-25.506,0.0473
16215,0.238,0.204,0.529,86.769,0.177,0.517,0.462,-11.702,0.0598
16216,0.817,0.689,0.333,115.835,0.471,5.13E-06,0.285,-12.134,0.0307
16217,0.431,0.171,0.505,92.613,0.0796,0.962,0.262,-10.525,0.0521
16219,0.97,0.278,0.0675,82.626,0.112,0.732,0.0812,-20.946,0.04
16220,0.692,0.477,0.495,152.329,0.274,0.765,0.0732,-10.797,0.0525
16221,0.973,0.717,0.254,114.15,0.245,0.542,0.357,-17.922,0.0434
16223,0.557,0.537,0.828,126.757,0.92,0.000875,0.0963,-7.698,0.0464
16224,0.743,0.68,0.465,109.972,0.847,0.676,0.136,-8.353,0.029
16226,0.0516,0.738,0.6,115.527,0.508,0,0.0973,-5.75,0.0302
16229,0.0623,0.26,0.655,150.617,0.215,0.425,0.0884,-9.165,0.0383
16230,0.815,0.69,0.0673,90.094,0.0839,0.0959,0.0979,-20.713,0.0462
16231,0.929,0.14,0.119,73.347,0.075,0.935,0.357,-13.628,0.0375
16234,0.994,0.452,0.0298,95.895,0.203,0.895,0.135,-24.142,0.0453
16235,0.687,0.587,0.495,120.017,0.759,0.725,0.122,-9.204,0.035
16236,0.0206,0.465,0.687,70.507,0.13,0.929,0.121,-10.964,0.0495
16237,0.434,0.433,0.474,142.01,0.192,0.000421,0.0996,-14.024,0.0526
16238,0.00064,0.703,0.856,108.025,0.722,0.00126,0.38,-6.336,0.0461
16239,0.03,0.345,0.599,124.641,0.353,0.136,0.0647,-10.619,0.0361
16241,0.817,0.291,0.377,87.489,0.43,0.944,0.187,-11.089,0.03
16242,0.729,0.652,0.487,115.39,0.495,0,0.322,-6.5,0.0319
16244,0.994,0.162,0.0757,145.34,0.0554,0.918,0.246,-24.192,0.0389
16246,0.6,0.399,0.453,81.149,0.269,0.497,0.0913,-12.03,0.145
16249,0.00632,0.422,0.608,174.964,0.275,0.202,0.0854,-10.552,0.0367
16250,0.271,0.639,0.666,98.384,0.372,0,0.111,-7.775,0.0636
16253,0.905,0.193,0.246,85.248,0.0795,0.0299,0.14,-11.959,0.0342
16256,0.0328,0.381,0.582,133.991,0.0697,0.94,0.0843,-11.52,0.0406
16258,0.0178,0.605,0.739,104.996,0.799,0.736,0.109,-6.983,0.0262
16261,0.000105,0.775,0.713,124.998,0.627,0.0103,0.215,-7.245,0.0527
16263,0.929,0.0722,0.108,76.87,0.0387,0.895,0.0801,-18.553,0.0419
16264,0.89,0.273,0.177,112.718,0.163,0.908,0.116,-15.528,0.0355
16265,0.415,0.443,0.669,206.98,0.936,1.58E-05,0.09,-6.886,0.248
16269,0.817,0.123,0.254,78.857,0.0455,0.86,0.381,-16.658,0.0444
16273,0.993,0.35,0.0888,49.35,0.19,0.00141,0.202,-19.924,0.037
16276,0.93,0.0616,0.111,45.675,0.0376,0.918,0.0807,-17.688,0.0406
16278,0.695,0.128,0.374,59.032,0.0701,0.912,0.143,-11.184,0.0385
16279,0.759,0.335,0.323,91.599,0.291,0.824,0.0717,-14.71,0.0564
16281,0.0407,0.372,0.485,104.851,0.107,0.935,0.122,-14.809,0.0445
16286,0.319,0.145,0.452,82.297,0.146,0.92,0.0753,-13.56,0.0448
16295,0.000403,0.531,0.597,110.791,0.33,0.00105,0.063,-9.004,0.0324
16299,0.932,0.255,0.186,75.532,0.166,0.951,0.0895,-17.451,0.0352
16303,0.124,0.712,0.725,127.985,0.156,0.834,0.283,-7.317,0.104
16305,0.846,0.466,0.314,75.189,0.64,5.86E-05,0.0575,-12.327,0.0805
16306,0.828,0.385,0.331,120.251,0.104,0.657,0.11,-10.635,0.0374
16308,0.935,0.176,0.0701,167.19,0.108,0.566,0.0929,-22.747,0.0398
16309,0.503,0.414,0.415,151.723,0.092,0,0.119,-9.633,0.0331
16310,0.542,0.356,0.305,57.498,0.0387,0.937,0.172,-15.858,0.0281
16313,0.0276,0.56,0.83,130.671,0.172,0.882,0.198,-13.91,0.0511
16314,0.79,0.482,0.377,125.98,0.452,0.00034,0.291,-10.391,0.0506
16319,0.191,0.354,0.656,107.386,0.465,0,0.271,-10.435,0.0528
16321,0.857,0.184,0.0617,78.339,0.0359,0.863,0.373,-26.617,0.0395
16324,0.974,0.148,0.0193,90.439,0.0366,0.792,0.115,-23.459,0.0411
16329,0.47,0.356,0.538,145.194,0.69,0.0224,0.102,-18.44,0.0393
16332,0.938,0.0999,0.088,69.195,0.0382,0.861,0.135,-23.544,0.0413
16333,0.848,0.253,0.151,136.754,0.151,0.909,0.121,-18.081,0.0345
16334,0.896,0.23,0.335,120.018,0.0688,0.358,0.327,-11.808,0.0373
16338,0.752,0.28,0.315,118.989,0.131,0.964,0.142,-14.45,0.0345
16344,0.56,0.231,0.361,77.3,0.168,0.00095,0.0732,-15.901,0.0392
16349,0.728,0.143,0.197,77.172,0.0902,0.846,0.142,-19.474,0.04
16351,0.718,0.173,0.0878,115.683,0.0376,0.75,0.248,-18.788,0.0385
16358,0.284,0.61,0.698,102.004,0.467,3.63E-05,0.34,-8.616,0.028
16360,0.391,0.235,0.337,82.165,0.0803,0.136,0.254,-13.249,0.0674
