,title,music_director,artist_id,album_name,album_uri,track_name,preview_url,most_popular,popularity,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
1786,The Imposter,Anne Nikitin,1ZA3IynpePtaBeajOMrFfr,The Imposter,spotify:album:4ejWk2p3Iew4k0ioI69js4,A Child Went Missing,https://p.scdn.co/mp3-preview/2514cdf1c11dd4d01a237323c04353246b1b4d8b?cid=0e18970867524f1fba6634279dd9e5b2,6sba75lQHyuoK9lZavaFUA,0,0.376,0.11199999999999999,0.39299999999999996,92.9,0.0377,0.779,0.111,-10.325999999999999,0.0329
1788,Midsommar,Bobby Krlic,0e3tj3Rn5xXhUmOjn2cv1J,Midsommar (Original Score),spotify:album:7ua9yjYsmUO77joP5fknf7,Fire Temple,https://p.scdn.co/mp3-preview/04eaac075d7fb8450815c86c1830934da5f4c6ea?cid=0e18970867524f1fba6634279dd9e5b2,3gW27yBKGV7eC4XWzZLnn7,26,0.258,0.16899999999999998,0.264,113.302,0.0307,0.919,0.0643,-10.808,0.0423
1791,The Hours,Philip Glass,69lxxQvsfAIoQbB20bEPFC,Philip Glass: The Hours / Distant Figure,spotify:album:0pto9IZl9X4FFN5yT3RATO,Distant Figure Passacaglia,https://p.scdn.co/mp3-preview/0c9137e13af2d1f42d6b2b0983ad0dfd2ba8903e?cid=0e18970867524f1fba6634279dd9e5b2,0vGqX02b3BNZrb63CcyEUC,30,0.985,0.204,0.066,130.554,0.0325,0.885,0.0726,-24.892,0.0362
1793,For Sama,Nainita Desai,6yyzlTFjuZqptozK4Q9wHO,For Sama (Original Motion Picture Soundtrack),spotify:album:2XpseJylxxUm3qdlMfcw7P,For Sama End Credits,https://p.scdn.co/mp3-preview/77ad8e8d4b4865067b8b12a70795920568c94ad5?cid=0e18970867524f1fba6634279dd9e5b2,1xkUSXlaBteIKkigVKML89,8,0.9790000000000001,0.457,0.105,120.105,0.155,0.9359999999999999,0.12300000000000001,-22.081999999999997,0.0394
1794,Sweet Smell of Success,Elmer Bernstein,7sXdMnZeR5MsLKToZKpR2c,Sweet Smell of Success (Original Soundtrack),spotify:album:5TYegSOEz08x2NrdcPETMH,Goodbye Baby,https://p.scdn.co/mp3-preview/e3d3e84ed2ab477778904575a6b85e95d3c1fb2e?cid=0e18970867524f1fba6634279dd9e5b2,7bSFhYFbSsJ02dWy8X9w81,1,0.943,0.387,0.0596,58.653999999999996,0.146,0.0738,0.0828,-18.151,0.0312
1796,Lars and the Real Girl,David Torn,73hA9Hs2Vap4dGQ3nYTt6s,Lars and the Real Girl (Original Motion Picture Soundtrack),spotify:album:4D0ukUgxGP8RZ06dAgZOqX,At the Mall,https://p.scdn.co/mp3-preview/df84da1752af13dfce8f23ddd494fe7aafc05974?cid=0e18970867524f1fba6634279dd9e5b2,5TUV4Mu0f1rIGasjwNTQyS,4,0.746,0.46,0.285,119.85799999999999,0.233,0.9520000000000001,0.0658,-15.659,0.0359
1798,Bone Tomahawk,Jeff Herriott,54sjlMvj1vT7tRGlEuBcsX,Bone Tomahawk (Original Motion Picture Soundtrack),spotify:album:5LPsbOvBIpVy3geABnnw9u,Four Ride Out,https://p.scdn.co/mp3-preview/8635473bd8453ab80550872291ab7031f197e37b?cid=0e18970867524f1fba6634279dd9e5b2,5v8izUxalnKMTxlX42UUJE,9,0.774,0.0979,0.0999,161.909,0.107,0.9279999999999999,0.131,-19.328,0.0429
1799,Honey Boy,Alex Somers,51UcKPhDKdKDGIjec0781x,Honey Boy (Original Motion Picture Soundtrack),spotify:album:610pt4TZf8kqG2zdiJ3ZnR,Treehouse,https://p.scdn.co/mp3-preview/55dc66fd6d9da18b701879b95f670d215e2580fd?cid=0e18970867524f1fba6634279dd9e5b2,1MPXnKmCsIfdCvZdLqD8Ij,50,0.993,0.43799999999999994,0.44,139.918,0.14800000000000002,0.85,0.593,-14.805,0.0395
1801,Paterson,SQURL,1UXCB5V3DpKjiTGkVodQYA,Paterson (Original Score),spotify:album:7cYlX7r1KKgrZ3pansPH9O,Blue and Gray,https://p.scdn.co/mp3-preview/356bedfb7f04000a6922e5f9ea608d11c2d54072?cid=0e18970867524f1fba6634279dd9e5b2,0LyDA7kWcYx4oQ7B9YlBaZ,17,0.8859999999999999,0.195,0.0304,73.35,0.036000000000000004,0.882,0.0808,-17.163,0.0408
1802,Fiddler on the Roof,Jerry Bock,5if6qdSkweSBwhdvFfKbcC,Hegedus a hazteton (Fiddler on the Roof),spotify:album:0cOYCfjib78UJkOQtlMhxs,Fiddler on the Roof (Sung in Hungarian): Act I: Hagyomany,https://p.scdn.co/mp3-preview/d361dda26191ad6e95b0211bba2e3984efddf362?cid=0e18970867524f1fba6634279dd9e5b2,0Wyu58DWdBD4AEUdrkClyK,4,0.815,0.526,0.257,96.324,0.406,5.62e-06,0.161,-16.898,0.136
1804,Black Book,Anne Dudley,41dLItQx3PSyP6n1AMd87b,Black Book (Original Soundtrack),spotify:album:0cSRb2nHHTWU7ab7tuIwpw,Rachel's Theme,https://p.scdn.co/mp3-preview/1bc155179f3b71b37ffd3d8071c4856cca866f00?cid=0e18970867524f1fba6634279dd9e5b2,6IFvJNL14GWccdz1wwamBO,34,0.871,0.133,0.16899999999999998,79.127,0.0756,0.591,0.0775,-15.832,0.0383
1810,I Am Not Your Negro,Alexei Aigui,5LaWJYIJaRFtx0HbieOTE5,I Am Not Your Negro (Original Motion Picture Soundtrack),spotify:album:15aEyYtBmytfAuQhjBOnRJ,Remember This House,https://p.scdn.co/mp3-preview/1444c9e73f0dafa90c1e176b887ea54f0f3883af?cid=0e18970867524f1fba6634279dd9e5b2,5Y2NnaMaRSHC6gpW6JCfM6,8,0.972,0.354,0.204,149.207,0.415,0.0,0.235,-15.49,0.0324
1811,The Ghost Writer,Alexandre Desplat,71jzN72g8qWMCMkWC5p1Z0,The Ghost Writer (Original Motion Picture Soundtrack),spotify:album:5TBQCJ1y8XkfvwPdI2NZmm,The Ghost Writer,,5dujSw2E3CmJ3pI6nGvtLG,18,0.18899999999999997,0.603,0.24100000000000002,66.005,0.391,0.873,0.10099999999999999,-19.633,0.0519
1813,Indie Game: The Movie,Jim Guthrie,4wEVY6Zz9STrspLNOmyz50,Indie Game: The Movie Soundtrack,spotify:album:1RbK3hnYdWd9pX5AsESjaf,"Maybe You'll Get Some, Maybe You Won't",https://p.scdn.co/mp3-preview/a908f282960fffbc28dcaebc040f845a574bc5d6?cid=0e18970867524f1fba6634279dd9e5b2,43yJ21IjI2dKb83ES6cr3M,18,0.12300000000000001,0.524,0.313,124.99600000000001,0.0354,0.0575,0.0885,-12.376,0.0332
1814,The Boondock Saints,Jeff Danna,4v7z4d0nyIY3mWGz1AXoK1,The Boondock Saints II: All Saints Day (Original Soundtrack),spotify:album:14Zf2ex5qxGtjONHyMj5Cv,Saints from the Streets,https://p.scdn.co/mp3-preview/670e235e0e535d588a33f3a958ec836eaab94e83?cid=0e18970867524f1fba6634279dd9e5b2,0E8AXB5czDHaSHiZcyFJwf,15,0.971,0.188,0.248,107.964,0.0375,0.315,0.10300000000000001,-18.305,0.0379
1815,Miss Sloane,Max Richter,2VZNmg4vCnew4Pavo8zDdW,Miss Sloane (Original Motion Picture Soundtrack),spotify:album:5yZ9kWiGkJ3i6fxWw9cxV9,Miss Sloane Solo,https://p.scdn.co/mp3-preview/3436253b4688abab5d9f3aec981ba506c24bc313?cid=0e18970867524f1fba6634279dd9e5b2,45SUuwxzQQzvnAaMjuM5XZ,36,0.992,0.263,0.0177,73.247,0.17300000000000001,0.9059999999999999,0.11900000000000001,-32.229,0.0412
1816,You Were Never Really Here,Jonny Greenwood,0z9s3P5vCzKcUBSxgBDyLU,You Were Never Really Here (Original Motion Picture Soundtrack),spotify:album:2Zcey4i224AEDZGLtNF4wX,Tree Synthesisers,https://p.scdn.co/mp3-preview/11962f01944adec2a51ef0657319db94a0369fc6?cid=0e18970867524f1fba6634279dd9e5b2,5PvkGXs9aFMtd9nqBSV0rB,30,0.955,0.14800000000000002,0.29,88.868,0.0371,0.768,0.11800000000000001,-15.859000000000002,0.0317
1819,Fitzcarraldo,Popol Vuh,5zeiqAaIiDrjiDch33A2lT,Fitzcarraldo (Original Motion Picture Soundtrack),spotify:album:3bssDcFj2SLu8zpRirzXSp,Als lebten die engel auf erden,https://p.scdn.co/mp3-preview/88f673ce6c66545700afc377ebb2fed71fe8bdda?cid=0e18970867524f1fba6634279dd9e5b2,0USxQKvCyD6OtLlZYpXYuk,11,0.91,0.43700000000000006,0.287,94.22399999999999,0.231,0.991,0.201,-16.959,0.026000000000000002
1820,The Big Country,Jerome Moross,7vAxgzC4j1eFGj4hkIEB7x,The Big Country (Original Film Soundtrack),spotify:album:1kyEJFnAdR3s5JIJWBWLwS,The Big Country,https://p.scdn.co/mp3-preview/c51b4f4d850b7c1e467d810e2c8a9fa0d9379998?cid=0e18970867524f1fba6634279dd9e5b2,0VzAFrXJN3Pa3qQv4Sr1Ik,2,0.623,0.12300000000000001,0.462,89.896,0.263,0.948,0.267,-10.154,0.034
1823,Arctic,Joseph Trapanese,566MlWaCa63jvMZV9YMj3V,Arctic (Original Motion Picture Soundtrack),spotify:album:3wHtK8B0ME6xWeNWDGOxqy,Signal,https://p.scdn.co/mp3-preview/735ee8dd34939bdb1d156fe49664290ee564eaba?cid=0e18970867524f1fba6634279dd9e5b2,6kmvVL02nWm5jbvsNvyffk,34,0.948,0.192,0.0357,117.38600000000001,0.0283,0.915,0.0777,-30.787,0.0459
1824,Midnight Special,David Wingo,7mRf8eSpaoh4FD8D4mtvRk,Midnight Special (Original Motion Picture Soundtrack),spotify:album:48QSZUJVsYHgDqh9sMfeAt,Midnight Special Theme,https://p.scdn.co/mp3-preview/eaefe8613227cdd30f7138b9b509761d2fcb1713?cid=0e18970867524f1fba6634279dd9e5b2,5Ed71UQuksjSqAx0FUOAdI,27,0.789,0.233,0.124,99.978,0.0392,0.8220000000000001,0.109,-24.191,0.0364
1825,King of Devil's Island,Johan Soderqvist,0Z6bE6kOVhh2DHZPMUz2Sr,King of Devil's Island (Original Motion Picture Soundtrack),spotify:album:2Y4tHi8i5xWlQRXiPqAm7r,The Arrival,https://p.scdn.co/mp3-preview/f4d5bfdc0f752a4805583ac6fb6ee62a0328fc9e?cid=0e18970867524f1fba6634279dd9e5b2,2IOWsJTxTuYlwtuTSgn1b7,14,0.9620000000000001,0.0704,0.214,77.571,0.0469,0.948,0.10400000000000001,-14.975,0.0343
1828,The Report,David Wingo,7mRf8eSpaoh4FD8D4mtvRk,The Report (Original Motion Picture Soundtrack),spotify:album:2FAtrOOhiSM4Mj15I7AKes,I Think I Should Start At The Beginning,https://p.scdn.co/mp3-preview/9a6632ad74ab961d5a8f117a9c6259863d377a36?cid=0e18970867524f1fba6634279dd9e5b2,7cUpC3CSexWIzyatJfhM4G,27,0.887,0.42100000000000004,0.147,144.069,0.115,0.894,0.11699999999999999,-26.416,0.0295
1829,The Sweet Hereafter,Mychael Danna,0x8J72N9ilqcIZbWEKB8T2,The Sweet Hereafter,spotify:album:1D9Ck5WR1QGHHVJRJ0N21A,Courage (Sam Dent Band Version),https://p.scdn.co/mp3-preview/d3ea69350832dc2c76bcd5c2356fc8f553bb1f38?cid=0e18970867524f1fba6634279dd9e5b2,2YoZCK2xaFXLm0UnGoT84G,17,0.821,0.537,0.136,89.902,0.309,0.00133,0.094,-19.948,0.0263
1830,Dead Ringers,Howard Shore,0OcclcP5o8VKH2TRqSY2A7,Dead Ringers (The Complete Original Score Remastered) [Collector's Edition Vol. 5],spotify:album:0CTxSHK8t8JsapwIYWFJBd,Main Title,https://p.scdn.co/mp3-preview/a8c53a48c177cbd51e0c7f8b86f8be0367abc858?cid=0e18970867524f1fba6634279dd9e5b2,0xKRjcIve4lbS3csCOMxMt,11,0.9359999999999999,0.214,0.174,79.486,0.0356,0.91,0.14300000000000002,-15.929,0.0375
1831,Triangle,Christian Henson,43phWnHAoYFbL2Uv8hw6kU,Triangle (Original Motion Picture Soundtrack),spotify:album:4sZBqaGH07vnrJ3DtoTmbj,Open Seas,https://p.scdn.co/mp3-preview/193a2a92f65ac2287fec0fddfa1712a4907d39f2?cid=0e18970867524f1fba6634279dd9e5b2,1vgjEuabitMohEO8ULDV18,24,0.9620000000000001,0.278,0.159,67.541,0.0374,0.882,0.0869,-16.275,0.0318
1839,The Last Black Man in San Francisco,Emile Mosseri,0BNz24TKUn8Ov1ApFkLzA1,The Last Black Man in San Francisco (Original Motion Picture Soundtrack),spotify:album:41Cd5zfuRNEvqDsPTe7DtR,San Francisco (Be Sure to Wear Flowers in Your Hair),https://p.scdn.co/mp3-preview/87ed6bc6855baed2376db00ddc5db50249d81a39?cid=0e18970867524f1fba6634279dd9e5b2,3NUAOPFCMJg4di2qhy2lso,44,0.885,0.35200000000000004,0.139,111.26899999999999,0.152,0.000103,0.742,-14.212,0.0348
1843,Hellraiser,Christopher Young,1FMXF1g4Fz2MWDTogFj9EC,Hellraiser 30th Anniversary Edition (Original Motion Picture Soundtrack),spotify:album:7kStQ1fN11Yv9tajnZ2vN1,Hellraiser,https://p.scdn.co/mp3-preview/bd746e69af62af07a572f4fa02aa0324bcc7d959?cid=0e18970867524f1fba6634279dd9e5b2,1Vya0Wd5w4HGeEvCipqg74,32,0.885,0.204,0.12,88.786,0.0384,0.9159999999999999,0.0965,-18.706,0.0378
1845,Air Force One,Jerry Goldsmith,7t8q7ikEtcPNtoaKAm9Vu6,Air Force One (Original Motion Picture Soundtrack / Deluxe Edition),spotify:album:6sVu4JqaU8iwSimxhbfAUh,The Parachutes,,7E2COGOibsdp27gFODEIox,12,0.348,0.17,0.191,91.709,0.156,0.565,0.146,-17.635,0.0317
1846,Get the Gringo,Antonio Pinto,7jBJcoFeQkHaqrJBIZsd5h,Get the Gringo (Original Motion Picture Soundtrack),spotify:album:0Kq1FOIalYqxWAkGYtoPA9,Padre Nuestro,https://p.scdn.co/mp3-preview/bf2920c822a99a8449e13d14b3e2c41eea523c6a?cid=0e18970867524f1fba6634279dd9e5b2,5lgObrvctR1x5CEeWAxqVe,14,0.0754,0.657,0.602,84.92299999999999,0.713,0.0,0.132,-5.563,0.0891
1850,Dog Soldiers,Mark Thomas,7Dxsic9QYvxLTrnmGrYN1p,Dog Soldiers (Original Soundtrack),spotify:album:4WnZr2gL4YvMmdQ36vrv0M,Sarge's Theme,https://p.scdn.co/mp3-preview/77ae7bbd9b3e3865a11a2c4c5fa0a16c79d92efd?cid=0e18970867524f1fba6634279dd9e5b2,07DsSVrAqUwVIaSWgGgy6K,5,0.727,0.198,0.256,88.709,0.0439,0.905,0.10800000000000001,-15.024000000000001,0.0324
1851,The Aeronauts,Steven Price,3sw7CBftCnflJN8HQiUNmK,The Aeronauts (Original Motion Picture Soundtrack),spotify:album:56C4vWYQdngTpCxTEdRcFE,Home To You,,2uvEzLjiHg6TW30XUmbZJb,37,0.8079999999999999,0.619,0.146,139.533,0.28800000000000003,0.0,0.0971,-14.439,0.0382
1852,The Lost City of Z,Christopher Spelman,4DYEKkSnrSbUO4Rd7Th1wE,The Lost City of Z (Original Motion Picture Soundtrack),spotify:album:2x34PpvlSeX82zlY1KKPcb,The First Goodbye,https://p.scdn.co/mp3-preview/f84b598dcdc13ecca2c1cfd80251903609e4cdb9?cid=0e18970867524f1fba6634279dd9e5b2,4ylndzdYawUCxRrBblg7WJ,24,0.893,0.33899999999999997,0.083,75.994,0.0522,0.9590000000000001,0.106,-21.043000000000003,0.031
1853,The Endless Summer,The Sandals,6yaMfzgtXRzZMzaHfUtGX5,The Original Soundtrack Music From Bruce Brown's The Endless Summer,spotify:album:0Ge2GK0k7FKD3S7DDwCCNj,"Theme From ""The Endless Summer""",,0sipGTHxtDrsTH1D9FAujS,42,0.258,0.48100000000000004,0.18899999999999997,84.23,0.527,0.000198,0.0828,-16.923,0.0355
1856,Holiday Inn,Irving Berlin,32zXZpxwb2bq7oGzAhe1Ii,Irving Berlin's Holiday Inn (Original Broadway Cast Recording),spotify:album:6YbUStrOvVgjVZ9HtQPOKQ,Holiday Inn / Happy Holiday,https://p.scdn.co/mp3-preview/23ab2442e9d767929e6a42291f1c67a06b0428f3?cid=0e18970867524f1fba6634279dd9e5b2,4rVyecXeT0NxvmGRSoPzZS,27,0.752,0.545,0.5920000000000001,95.241,0.779,0.0,0.102,-7.034,0.0487
1858,Funny Face,Phil Mossman,68kBh6ko3jG2ZMkfZB2tIe,Funny Face (Original Motion Picture Soundtrack),spotify:album:0oGO8B8KPghrSTFYitUbiH,Funny Face Main Theme,https://p.scdn.co/mp3-preview/9bd11fd1c4061ee8f53bc3b283fcedb2e7986990?cid=0e18970867524f1fba6634279dd9e5b2,5eTcwspfF8V9vPLxGYhRtV,1,0.965,0.262,0.0104,60.3,0.0391,0.883,0.113,-20.941,0.0405
1859,A Most Wanted Man,Herbert Gronemeyer,5tG5dl5mS2wB5w72YBpsyg,A Most Wanted Man (Original Motion Picture Soundtrack),spotify:album:6V9Q8JmBFon08MZ5ngYfYB,Opening Theme,https://p.scdn.co/mp3-preview/87d2301f643deab56ec32c3fd3994b6e7e194fff?cid=0e18970867524f1fba6634279dd9e5b2,33gZEnwtpnlgMSbTK0qOub,2,0.431,0.1,0.17600000000000002,82.322,0.0373,0.804,0.11599999999999999,-20.958000000000002,0.0357
1860,Frantz,Philippe Rombi,6MiHGe7QESOe1tQrWPP0Po,Frantz (Original Motion Picture Soundtrack),spotify:album:3GPK3eXgLsI34Z3O2mdUX6,"Nocturne No. 20 en Do Dièse Mineur, Op. posth.",https://p.scdn.co/mp3-preview/07f512f5b03acdf52b3c8e5236e85a9acbc5ecce?cid=0e18970867524f1fba6634279dd9e5b2,6s5LX7FXnOWUOaUMwmyMkr,30,0.971,0.266,0.14300000000000002,96.09200000000001,0.0838,0.684,0.0885,-17.798,0.0421
1861,Invisible Life,Benedikt Schiefer,4OaysEYNmI6UIEkyplEcNH,Invisible Life (Original Motion Picture Soundtrack),spotify:album:0QRH4ewQzs5rD7AlsqE8NW,Dear Diary,https://p.scdn.co/mp3-preview/3ab87d134b037c1d2740957f0cbcc1800fedafdb?cid=0e18970867524f1fba6634279dd9e5b2,30Jbyec2HXewI0JNoRR6bh,8,0.971,0.517,0.00848,64.699,0.0301,0.904,0.0816,-27.576999999999998,0.0465
1863,Brittany Runs a Marathon,Duncan Thum,748JDmnU8vr5V7H2mVtiFl,Brittany Runs a Marathon (Original Motion Picture Soundtrack),spotify:album:1ZDEvCgvcGhvOdPITdChEa,Results,https://p.scdn.co/mp3-preview/9f6d1075c5c09b09a20319ee6fea25ebb27c47a5?cid=0e18970867524f1fba6634279dd9e5b2,6QbXBGr3q2QTbQFIiwf3bW,2,0.0862,0.6679999999999999,0.429,162.445,0.878,0.733,0.10099999999999999,-14.137,0.183
1864,What Maisie Knew,Nick Urata,30vfc0claO8w5x97q35WiM,What Maisie Knew (Original Motion Picture Soundtrack),spotify:album:3SKd1iVK42gWa2nH8ZkfOm,On the Bridge,https://p.scdn.co/mp3-preview/0b0c41786ed3ee9eb4a86b7e251ba23da7daafcb?cid=0e18970867524f1fba6634279dd9e5b2,1CCKM6RYPlfyOjisHHkELX,11,0.929,0.518,0.319,98.059,0.27399999999999997,0.972,0.11199999999999999,-15.269,0.0311
1865,Citizen X,Randy Edelman,3shMd6Vll0mOcviQ3hrk8m,Citizen X (Original Television Soundtrack),spotify:album:5l14ZUQ3ONLcgfenASPNiq,A Heavy Burden,,6lRsEUojq8nI5kf4xbj6h6,2,0.961,0.09300000000000001,0.0443,87.686,0.0361,0.9840000000000001,0.122,-23.787,0.0412
1869,Heidi,Niki Reiser,3zWhmLUwQRMPa5sWRs3KY3,Heidi - Original Motion Picture Soundtrack,spotify:album:0k224cABSrsPvtzlEL7GyM,Der Klang der Berge,https://p.scdn.co/mp3-preview/b24a5b7a4bc6c0fd0dbb11e3c9264b4bbefdd832?cid=0e18970867524f1fba6634279dd9e5b2,4wN1sg6c6iuOMwLHElNzSJ,26,0.77,0.45399999999999996,0.23399999999999999,144.132,0.22699999999999998,0.909,0.10400000000000001,-13.952,0.0323
1870,Better Watch Out,Brian Cachia,2O9saJFzmGuI6EWuuC0R39,Better Watch Out (Original Score),spotify:album:0XkSbgMXsY9uNnetLMIEgu,Mythbusters,https://p.scdn.co/mp3-preview/74888f58262fcf6db6d91295c886f90be7853aa4?cid=0e18970867524f1fba6634279dd9e5b2,0NgteeckrVn2UvSI1x54xw,3,0.552,0.46,0.546,95.10700000000001,0.0983,0.856,0.121,-11.501,0.0353
1872,Marshall,Marcus Miller,6fmq5mv6HnduZdlTOEYBC9,Marshall (Original Motion Picture Soundtrack),spotify:album:3L4djDxGf9l7mF39CGlHOZ,For the Love of Freedom,https://p.scdn.co/mp3-preview/57da46382b8881a676080d9c5f6af976ce0ab869?cid=0e18970867524f1fba6634279dd9e5b2,2yuDexdINZo3jxbFHf5fLw,47,0.9670000000000001,0.5379999999999999,0.0687,103.80799999999999,0.132,0.461,0.0854,-17.993,0.0371
1873,McQueen,Michael Nyman,2LvhyFvUCDJ7gFuEBOcrM8,McQueen,spotify:album:5Jyj99kPnCPv9Dxw4tivjp,McQueen: Time Lapse,https://p.scdn.co/mp3-preview/afbe3b32d810c17080b4d78346423f2f5b965b2e?cid=0e18970867524f1fba6634279dd9e5b2,1JVzYxvNTA6HlIpcqbowh8,26,0.903,0.315,0.14800000000000002,76.48,0.127,0.428,0.128,-10.662,0.0327
1874,The Band's Visit,David Yazbek,1NT0RwdkGaDXJloVEl1xi0,The Band's Visit (Original Broadway Cast Recording),spotify:album:2RLYvCLS2sE77j6Vl8FVfc,Omar Sharif,https://p.scdn.co/mp3-preview/8debf4405d2bad09fa8901b32b198c3ca87b0112?cid=0e18970867524f1fba6634279dd9e5b2,2TlW6dZNsvMiMf5nAZ6TV2,42,0.8320000000000001,0.32799999999999996,0.251,143.441,0.12,3.18e-06,0.0755,-10.502,0.0339
1876,Turbo Kid,Le Matos,5nrAu9uBcj8NcdZHo09qG9,Chronicles of the Wasteland / Turbo Kid (Original Motion Picture Soundtrack),spotify:album:4SU5mHR8JrNDWNKjPPhhic,Playtime Is Over,https://p.scdn.co/mp3-preview/984f87d091a24d6040eb962124a404b8434b309b?cid=0e18970867524f1fba6634279dd9e5b2,4SWcdyNNRJW5k7ymJngTf7,40,0.0038299999999999996,0.6679999999999999,0.779,109.99600000000001,0.446,0.69,0.05,-8.899,0.0465
1877,One Child Nation,Nathan Halpern,78cd6OCsTH4fDLR4AhcOZ5,One Child Nation (Original Motion Picture Soundtrack),spotify:album:6W5L9WwNKVmFTGon3nYqeu,The Bridge,https://p.scdn.co/mp3-preview/22c54a6755ba7c305401f10e9f4c0d1935ca4ded?cid=0e18970867524f1fba6634279dd9e5b2,0SMQofQuWKvRwPs6yAiyEp,1,0.983,0.193,0.0522,76.55199999999999,0.0279,0.9470000000000001,0.0795,-20.891,0.040999999999999995
1880,Disobedience,Matthew Herbert,0zdn1nNmOZXHZ9K28FvcFp,Disobedience (Original Motion Picture Soundtrack),spotify:album:5amELVwykkAFEJy4pxeMKo,Consequences,,3CTyu8s3Zn1m8S8BHKwBGU,14,0.922,0.163,0.00762,73.597,0.0351,0.9590000000000001,0.0927,-39.374,0.0415
1886,Priceless,For King & Country,3sDbKMebVH2VYcRSl7u1VC,Priceless (Original Motion Picture Soundtrack),spotify:album:1VbOGrb2x72BLZSAP5hJha,Worth More,https://p.scdn.co/mp3-preview/028041784c72c719adc1ed407415ab42dc75aabe?cid=0e18970867524f1fba6634279dd9e5b2,7Cide3Y46ZsehaBsDI7Hph,39,0.7859999999999999,0.22399999999999998,0.26899999999999996,135.66899999999998,0.0361,0.9209999999999999,0.0607,-18.142,0.0347
1887,Late Night,Lesley Barber,3pAf5z8D1nb5Jz297lyY1o,Late Night (Original Motion Picture Soundtrack),spotify:album:6lUCt5VOFU3zsAl8RPr2ai,"Late Night ""Molly's Theme""",https://p.scdn.co/mp3-preview/7fe9ee86451087d58fe3ac0f7ac26bc5b9eff6fc?cid=0e18970867524f1fba6634279dd9e5b2,7lDlnUVbFhgUrbFYrvah8G,4,0.993,0.373,0.135,96.402,0.233,0.907,0.111,-32.034,0.0343
1888,Blow the Man Down,Jordan Dykstra,5rBR7yw3rPZPHAGOKjk5O1,Blow the Man Down (Original Motion Picture Soundtrack),spotify:album:3OkS2I0DzqzjeNMqMXJbI6,Blow the Man Down (Traditional),https://p.scdn.co/mp3-preview/a38a4381fde7342ed83009607f0dc35e228b3b19?cid=0e18970867524f1fba6634279dd9e5b2,4Xor09JGD9jDzXr8KGMsK6,14,0.9890000000000001,0.618,0.115,98.85700000000001,0.644,0.0,0.0812,-12.495,0.0966
1889,Suspiria,Goblin,43X1WUBfHuL1XJYckslH5U,Suspiria (40th Anniversary) [Original Motion Picture Soundtrack],spotify:album:0yvW9oE4d270lA5paJ1umZ,Suspiria,https://p.scdn.co/mp3-preview/b30511834bec13d94e714bba813cfc0eee4e59da?cid=0e18970867524f1fba6634279dd9e5b2,0y1rTPYx9e1fFlP3W9KvpW,39,0.0754,0.16399999999999998,0.625,178.15599999999998,0.426,0.61,0.313,-10.475,0.037000000000000005
1893,Opera,Claudio Simonetti,7oAhOpIfgNbM7IGlUwkOAV,Opera,spotify:album:1K82BCJF1nSPiChItxtRH1,Opera,https://p.scdn.co/mp3-preview/d0ee1de169ddb4716b949fda025fd075e0f11833?cid=0e18970867524f1fba6634279dd9e5b2,1FnauuUcSDJinad74Kool3,10,0.526,0.396,0.457,90.03,0.175,0.0119,0.222,-6.952000000000001,0.0268
1894,The Tillman Story,Philip Sheppard,6qzi6mPoJU4cBlO76U1Il1,The Tillman Story (Original Motion Picture Score),spotify:album:17qiZ2IpIfn13k0klsxho0,Chorale for Pat,https://p.scdn.co/mp3-preview/3bd454e4be716fc4615e28d0438ee15762421fce?cid=0e18970867524f1fba6634279dd9e5b2,2o1kNYDljboUnDDN8zXxwV,2,0.9329999999999999,0.207,0.0809,67.618,0.0692,0.253,0.0806,-20.633000000000003,0.0342
1899,Sabotage,David Sardy,0np7Gr66erHdUHa86JX1bj,Sabotage (Original Motion Picture Soundtrack),spotify:album:4HkbAF6BVf8A4KgsP7T8Zy,Breachers Revenge,https://p.scdn.co/mp3-preview/579eaaafd626a48f5ab21b75092c29d9c5e39000?cid=0e18970867524f1fba6634279dd9e5b2,3rlq7TTKhc9LSsRSOfVjWG,7,0.0006580000000000001,0.348,0.498,149.991,0.18100000000000002,0.88,0.0964,-9.47,0.027999999999999997
1900,The Secret of Roan Inish,Mason Daring,2v6RW8j9DIsMCGvWd2C19H,The Secret of Roan Inish (Original Motion Picture Soundtrack),spotify:album:6uBWOjGEuIlrwFmDQxWDWl,Return to Roan Inish 1,https://p.scdn.co/mp3-preview/e998c346ecbb2e5a2293f94ee68b1ac67d6c24cf?cid=0e18970867524f1fba6634279dd9e5b2,3kjup59baKCZgb3rRnC0p0,3,0.882,0.46399999999999997,0.37200000000000005,110.124,0.9059999999999999,0.000126,0.29100000000000004,-9.79,0.0641
1902,The King's Choice,Johan Soderqvist,0Z6bE6kOVhh2DHZPMUz2Sr,The King's Choice (Original Score),spotify:album:1v4D9FxJOmObDAab5Qj9sz,The King's Choice,https://p.scdn.co/mp3-preview/f4c80613fd9080d11ecb4447f8f7ba222969bd0c?cid=0e18970867524f1fba6634279dd9e5b2,0X1CswwecggjN8dyJyF798,14,0.9,0.419,0.125,124.956,0.0379,0.8809999999999999,0.0817,-20.927,0.0361
