id,title,year,query_title,movie_url
9978,One Shot,2014,One+Shot,/movie/bi/mi/basic.naver?code=140932
9990,The Mason Brothers,2017,The+Mason+Brothers,0
10095,Deadtime Stories,1986,Deadtime+Stories,0
10106,Drive Hard,2014,Drive+Hard,/movie/bi/mi/basic.naver?code=118929
10217,Nerve,2013,Nerve,/movie/bi/mi/basic.naver?code=109578
10229,American Violence,2017,American+Violence,/movie/bi/mi/basic.naver?code=165766
10293,The Highest Pass,2012,The+Highest+Pass,0
10326,What Happens Next,2011,What+Happens+Next,/movie/bi/mi/basic.naver?code=108543
10348,Tonight She Comes,2018,Tonight+She+Comes,0
10390,Hard Boiled Sweets,2012,Hard+Boiled+Sweets,/movie/bi/mi/basic.naver?code=169678
10434,Hidden Moon,2012,Hidden+Moon,/movie/bi/mi/basic.naver?code=119479
10437,Free Fall,1999,Free+Fall,0
10459,In the Blood,2016,In+the+Blood,0
10461,Love Eternal,2013,Love+Eternal,/movie/bi/mi/basic.naver?code=112418
10498,The Pineville Heist,2016,The+Pineville+Heist,0
10520,Good Enough,2017,Good+Enough,0
10528,Mandie and the Cherokee Treasure,2010,Mandie+and+the+Cherokee+Treasure,0
10581,Big Bad Mama II,1987,Big+Bad+Mama+II,/movie/bi/mi/basic.naver?code=14474
10605,Ghosthunters,2016,Ghosthunters,/movie/bi/mi/basic.naver?code=170447
10667,Tommy,2014,Tommy,/movie/bi/mi/basic.naver?code=120500
10669,"Sincerely, Brenda",2018,Sincerely%2C+Brenda,0
10700,Cassidy Way,2016,Cassidy+Way,0
10749,Beneath the 12-Mile Reef,1953,Beneath+the+12-Mile+Reef,0
10752,The Taming of the Shrew,1929,The+Taming+of+the+Shrew,0
10765,Eternal Salvation,2016,Eternal+Salvation,0
10879,Such Good People,2014,Such+Good+People,/movie/bi/mi/basic.naver?code=141679
10899,Swami,2007,Swami,0
10905,The Pagan Queen,2009,The+Pagan+Queen,/movie/bi/mi/basic.naver?code=104096
10910,First We Take Brooklyn,2018,First+We+Take+Brooklyn,/movie/bi/mi/basic.naver?code=172813
10987,Trigger Point,2015,Trigger+Point,/movie/bi/mi/basic.naver?code=172346
10994,Varan the Unbelievable,1962,Varan+the+Unbelievable,/movie/bi/mi/basic.naver?code=69581
11027,Come Morning,2012,Come+Morning,/movie/bi/mi/basic.naver?code=119347
11068,Horsehead,2014,Horsehead,/movie/bi/mi/basic.naver?code=132142
11070,The Banker,1989,The+Banker,/movie/bi/mi/basic.naver?code=28707
11124,Mercenaries,2014,Mercenaries,/movie/bi/mi/basic.naver?code=145693
11133,The Unwilling,2017,The+Unwilling,/movie/bi/mi/basic.naver?code=152683
11164,Blinder,2013,Blinder,/movie/bi/mi/basic.naver?code=102645
11232,Dinosaur Island,2014,Dinosaur+Island,/movie/bi/mi/basic.naver?code=155108
11252,Lobster Cop,2018,Lobster+Cop,0
11271,Tracks,1976,Tracks,0
11384,Cherry Tree,2015,Cherry+Tree,/movie/bi/mi/basic.naver?code=142077
11398,The Bakken,2017,The+Bakken,0
11401,Trace,2015,Trace,/movie/bi/mi/basic.naver?code=167370
11403,Hope Lost,2015,Hope+Lost,/movie/bi/mi/basic.naver?code=140245
11469,Retornos,2010,Retornos,/movie/bi/mi/basic.naver?code=153335
11474,Stash House,2012,Stash+House,/movie/bi/mi/basic.naver?code=93678
11487,Life Guidance,2018,Life+Guidance,0
11493,Alter Egos,2012,Alter+Egos,/movie/bi/mi/basic.naver?code=97527
11494,The Night Crew,2015,The+Night+Crew,/movie/bi/mi/basic.naver?code=165542
11507,Everything's Jake,2000,Everything%27s+Jake,0
11551,The Rendezvous,2016,The+Rendezvous,/movie/bi/mi/basic.naver?code=156542
11625,Munchie,1992,Munchie,/movie/bi/mi/basic.naver?code=12468
11643,Lost for Words,2013,Lost+for+Words,/movie/bi/mi/basic.naver?code=102831
11661,Virgin Witch,1972,Virgin+Witch,0
11685,Six Gun Savior,2016,Six+Gun+Savior,/movie/bi/mi/basic.naver?code=167439
11726,Once Fallen,2010,Once+Fallen,/movie/bi/mi/basic.naver?code=74252
11757,Dead Souls,2012,Dead+Souls,0
11773,Lizzie,2013,Lizzie,/movie/bi/mi/basic.naver?code=106304
11805,Kaashmora,2016,Kaashmora,0
11896,Huk!,1956,Huk%21,/movie/bi/mi/basic.naver?code=13968
11897,The Doll Squad,1973,The+Doll+Squad,0
11918,The Borrowers,1973,The+Borrowers,0
11920,Sorceress,1987,Sorceress,0
11940,Remember Me,2016,Remember+Me,/movie/bi/mi/basic.naver?code=158013
11957,Chu and Blossom,2014,Chu+and+Blossom,/movie/bi/mi/basic.naver?code=121001
12020,Hired to Kill,1990,Hired+to+Kill,0
12029,Suicide Squad,1935,Suicide+Squad,0
12050,Operator,2015,Operator,/movie/bi/mi/basic.naver?code=143238
12110,The Dead Matter,2010,The+Dead+Matter,0
12119,Hollywood Musical!,2015,Hollywood+Musical%21,0
12141,Barracuda,2013,Barracuda,0
12290,Aap Ki Khatir,2006,Aap+Ki+Khatir,0
12303,Manos: The Hands of Fate,1966,Manos%3A+The+Hands+of+Fate,/movie/bi/mi/basic.naver?code=141462
12312,Shattered Sky,2012,Shattered+Sky,0
12372,Hope Dances,2017,Hope+Dances,0
12401,Nightmare,2007,Nightmare,0
12434,Clowntergeist,2017,Clowntergeist,/movie/bi/mi/basic.naver?code=166501
12453,Within,2009,Within,0
12463,Kickboxer,1993,Kickboxer,0
12475,The Bunnyman Massacre,2014,The+Bunnyman+Massacre,0
12488,The Last Stand,2006,The+Last+Stand,/movie/bi/mi/basic.naver?code=43995
12524,Tales of the Riverbank,2008,Tales+of+the+Riverbank,0
12530,Counting for Thunder,2015,Counting+for+Thunder,0
12533,The Marksman,2005,The+Marksman,/movie/bi/mi/basic.naver?code=42805
12764,Christmas Break-In,2019,Christmas+Break-In,0
12772,Dawn of the Dragonslayer,2011,Dawn+of+the+Dragonslayer,/movie/bi/mi/basic.naver?code=120301
12846,AWOL-72,2015,AWOL-72,/movie/bi/mi/basic.naver?code=137712
12923,Chaarulatha,2012,Chaarulatha,0
13000,The Red Man,2016,The+Red+Man,0
13088,Don't Hang Up,1974,Don%27t+Hang+Up,0
13097,Coming Home,2012,Coming+Home,0
13129,Zombie Night,2013,Zombie+Night,/movie/bi/mi/basic.naver?code=148601
13138,A Doggone Hollywood,2017,A+Doggone+Hollywood,0
13163,The Third Day,1965,The+Third+Day,0
13178,Stasis,2017,Stasis,/movie/bi/mi/basic.naver?code=163795
13238,My Little Sister,2016,My+Little+Sister,0
13296,Disconnect,2010,Disconnect,0
13396,The Callback Queen,2013,The+Callback+Queen,/movie/bi/mi/basic.naver?code=123867
13490,Rats,2003,Rats,/movie/bi/mi/basic.naver?code=36424
13497,Anna,2017,Anna,/movie/bi/mi/basic.naver?code=177249
13529,The Fuzzy Pink Nightgown,1957,The+Fuzzy+Pink+Nightgown,0
13538,Truth About Kerry,2010,Truth+About+Kerry,/movie/bi/mi/basic.naver?code=137719
13602,The Corrupted,2010,The+Corrupted,0
13618,Splintered,2010,Splintered,/movie/bi/mi/basic.naver?code=82602
13733,The Harrow,2016,The+Harrow,0
13734,Deserted,2016,Deserted,/movie/bi/mi/basic.naver?code=167327
13855,Inhumanity,2017,Inhumanity,0
13874,The Bench,2014,The+Bench,0
13912,Coyotes,1999,Coyotes,0
13940,Chasing Grace,2015,Chasing+Grace,0
14055,The Land That Time Forgot,2009,The+Land+That+Time+Forgot,/movie/bi/mi/basic.naver?code=73771
14063,The Speed of Thought,2011,The+Speed+of+Thought,0
14065,Alienated,2015,Alienated,/movie/bi/mi/basic.naver?code=159088
14110,The Veteran,2006,The+Veteran,0
14186,Streets of Rage,1994,Streets+of+Rage,/movie/bi/mi/basic.naver?code=26293
14193,Ghoulies IV,1994,Ghoulies+IV,/movie/bi/mi/basic.naver?code=27598
14220,Demons,2014,Demons,0
14251,5 Shells,2012,5+Shells,0
14304,Polder,2015,Polder,/movie/bi/mi/basic.naver?code=149507
14430,A Doggone Christmas,2016,A+Doggone+Christmas,0
14453,Scavengers,2013,Scavengers,/movie/bi/mi/basic.naver?code=147394
14472,Armstrong,1998,Armstrong,/movie/bi/mi/basic.naver?code=24460
14611,She Demons,1958,She+Demons,0
14659,True Love,2005,True+Love,0
14685,Nobody,2007,Nobody,0
14738,The Bystander Theory,2013,The+Bystander+Theory,0
14746,Puss in Boots,1993,Puss+in+Boots,0
14859,The Good Shepherd,2004,The+Good+Shepherd,0
14954,Get the Girl,2009,Get+the+Girl,0
14960,Deep in the Darkness,2014,Deep+in+the+Darkness,/movie/bi/mi/basic.naver?code=142735
14989,Raised by Wolves,2014,Raised+by+Wolves,/movie/bi/mi/basic.naver?code=164762
15015,Drone,2014,Drone,/movie/bi/mi/basic.naver?code=132257
15166,The Culling,2015,The+Culling,0
15277,Army of the Dead,2008,Army+of+the+Dead,/movie/bi/mi/basic.naver?code=122459
15298,Game of Aces,2016,Game+of+Aces,0
15329,At All Cost,2015,At+All+Cost,0
15447,Igor and the Lunatics,1985,Igor+and+the+Lunatics,0
15473,Time Lapse,2001,Time+Lapse,/movie/bi/mi/basic.naver?code=33373
15546,Bela Kiss: Prologue,2013,Bela+Kiss%3A+Prologue,/movie/bi/mi/basic.naver?code=125562
15590,Creep Van,2012,Creep+Van,0
15697,Attila,2013,Attila,/movie/bi/mi/basic.naver?code=144399
15726,Satanic Panic,2009,Satanic+Panic,0
15787,Bone Eater,2007,Bone+Eater,/movie/bi/mi/basic.naver?code=73440
15795,Contract Killers,2014,Contract+Killers,/movie/bi/mi/basic.naver?code=163097
15888,Sunshine,2013,Sunshine,/movie/bi/mi/basic.naver?code=124764
16089,Cowboys and Indians,2002,Cowboys+and+Indians,0
16133,Junior,2013,Junior,0
16215,The Lion King,1994,The+Lion+King,/movie/bi/mi/basic.naver?code=16521
16216,Toy Story,1995,Toy+Story,/movie/bi/mi/basic.naver?code=17153
16217,Avengers: Endgame,2019,Avengers%3A+Endgame,/movie/bi/mi/basic.naver?code=136900
16219,Up,2009,Up,/movie/bi/mi/basic.naver?code=52120
16220,Guardians of the Galaxy,2014,Guardians+of+the+Galaxy,/movie/bi/mi/basic.naver?code=97857
16221,Finding Nemo,2003,Finding+Nemo,/movie/bi/mi/basic.naver?code=32116
16223,Toy Story 3,2010,Toy+Story+3,/movie/bi/mi/basic.naver?code=66463
16224,"Monsters, Inc.",2001,Monsters%2C+Inc.,/movie/bi/mi/basic.naver?code=32112
16226,Zootopia,2016,Zootopia,/movie/bi/mi/basic.naver?code=130850
16229,Thor: Ragnarok,2017,Thor%3A+Ragnarok,/movie/bi/mi/basic.naver?code=134898
16230,The Princess Bride,1987,The+Princess+Bride,/movie/bi/mi/basic.naver?code=16983
16231,Ratatouille,2007,Ratatouille,/movie/bi/mi/basic.naver?code=65021
16234,Toy Story 2,1999,Toy+Story+2,/movie/bi/mi/basic.naver?code=27578
16235,The Incredibles,2004,The+Incredibles,0
16236,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Pirates+of+the+Caribbean%3A+The+Curse+of+the+Black+Pearl,/movie/bi/mi/basic.naver?code=37148
16237,Avatar,2009,Avatar,0
16238,Big Hero 6,2014,Big+Hero+6,/movie/bi/mi/basic.naver?code=109911
16239,Doctor Strange,2016,Doctor+Strange,/movie/bi/mi/basic.naver?code=125459
16241,Rogue One: A Star Wars Story,2016,Rogue+One%3A+A+Star+Wars+Story,/movie/bi/mi/basic.naver?code=136868
16242,Toy Story 4,2019,Toy+Story+4,/movie/bi/mi/basic.naver?code=101966
16244,Frozen,2013,Frozen,0
16246,Black Panther,2018,Black+Panther,/movie/bi/mi/basic.naver?code=137326
16249,Ant-Man,2015,Ant-Man,/movie/bi/mi/basic.naver?code=92064
16250,Onward,2020,Onward,/movie/bi/mi/basic.naver?code=187351
16253,Finding Dory,2016,Finding+Dory,/movie/bi/mi/basic.naver?code=97629
16256,Iron Man 3,2013,Iron+Man+3,/movie/bi/mi/basic.naver?code=70254
16258,Ice Age,2002,Ice+Age,/movie/bi/mi/basic.naver?code=34449
16261,Monsters University,2013,Monsters+University,/movie/bi/mi/basic.naver?code=75415
16263,Togo,2019,Togo,/movie/bi/mi/basic.naver?code=196737
16264,A Bug's Life,1998,A+Bug%27s+Life,0
16265,The Jungle Book,1967,The+Jungle+Book,/movie/bi/mi/basic.naver?code=13123
16269,Fantasia,1940,Fantasia,/movie/bi/mi/basic.naver?code=11023
16273,Lady and the Tramp,1955,Lady+and+the+Tramp,/movie/bi/mi/basic.naver?code=13175
16276,Star Wars: The Last Jedi,2017,Star+Wars%3A+The+Last+Jedi,/movie/bi/mi/basic.naver?code=125488
16278,Star Wars: The Rise of Skywalker,2019,Star+Wars%3A+The+Rise+of+Skywalker,/movie/bi/mi/basic.naver?code=144694
16279,Pirates of the Caribbean: Dead Man's Chest,2006,Pirates+of+the+Caribbean%3A+Dead+Man%27s+Chest,0
16281,Captain Marvel,2019,Captain+Marvel,/movie/bi/mi/basic.naver?code=132623
16286,Pirates of the Caribbean: At World's End,2007,Pirates+of+the+Caribbean%3A+At+World%27s+End,0
16295,Treasure Planet,2002,Treasure+Planet,/movie/bi/mi/basic.naver?code=32115
16299,The Good Dinosaur,2015,The+Good+Dinosaur,/movie/bi/mi/basic.naver?code=109910
16303,TRON: Legacy,2010,TRON%3A+Legacy,/movie/bi/mi/basic.naver?code=72357
16305,The Aristocats,1970,The+Aristocats,/movie/bi/mi/basic.naver?code=16907
16306,Cars 3,2017,Cars+3,/movie/bi/mi/basic.naver?code=152396
16308,Homeward Bound: The Incredible Journey,1993,Homeward+Bound%3A+The+Incredible+Journey,/movie/bi/mi/basic.naver?code=18571
16309,Maleficent: Mistress of Evil,2019,Maleficent%3A+Mistress+of+Evil,/movie/bi/mi/basic.naver?code=167635
16310,Before the Flood,2016,Before+the+Flood,/movie/bi/mi/basic.naver?code=154391
16313,Flight of the Navigator,1986,Flight+of+the+Navigator,/movie/bi/mi/basic.naver?code=27659
16314,James and the Giant Peach,1996,James+and+the+Giant+Peach,/movie/bi/mi/basic.naver?code=18959
16319,Tinker Bell,2008,Tinker+Bell,0
16321,Eight Below,2006,Eight+Below,/movie/bi/mi/basic.naver?code=58323
16324,John Carter,2012,John+Carter,/movie/bi/mi/basic.naver?code=86784
16329,"Honey, I Shrunk the Kids",1989,Honey%2C+I+Shrunk+the+Kids,/movie/bi/mi/basic.naver?code=10781
16332,The BFG,2016,The+BFG,/movie/bi/mi/basic.naver?code=137340
16333,The Princess Diaries,2001,The+Princess+Diaries,/movie/bi/mi/basic.naver?code=33004
16334,National Treasure: Book of Secrets,2007,National+Treasure%3A+Book+of+Secrets,/movie/bi/mi/basic.naver?code=36746
16338,The Greatest Game Ever Played,2005,The+Greatest+Game+Ever+Played,/movie/bi/mi/basic.naver?code=50226
16344,Hocus Pocus,1993,Hocus+Pocus,/movie/bi/mi/basic.naver?code=27149
16349,The Rocketeer,1991,The+Rocketeer,/movie/bi/mi/basic.naver?code=11026
16351,Atlantis: The Lost Empire,2001,Atlantis%3A+The+Lost+Empire,/movie/bi/mi/basic.naver?code=32035
16358,Brother Bear,2003,Brother+Bear,/movie/bi/mi/basic.naver?code=37740
16360,Muppets Most Wanted,2014,Muppets+Most+Wanted,/movie/bi/mi/basic.naver?code=109694
16361,The Journey of Natty Gann,1985,The+Journey+of+Natty+Gann,/movie/bi/mi/basic.naver?code=14922
16366,Adventures in Babysitting,2016,Adventures+in+Babysitting,/movie/bi/mi/basic.naver?code=149782
16367,Dinosaur,2000,Dinosaur,/movie/bi/mi/basic.naver?code=29714
16368,Dumbo,2019,Dumbo,/movie/bi/mi/basic.naver?code=163787
16382,Return to Oz,1985,Return+to+Oz,/movie/bi/mi/basic.naver?code=14213
16387,Penguins,2019,Penguins,/movie/bi/mi/basic.naver?code=181696
16392,Science Fair,2018,Science+Fair,/movie/bi/mi/basic.naver?code=172750
16395,The Odd Life of Timothy Green,2012,The+Odd+Life+of+Timothy+Green,/movie/bi/mi/basic.naver?code=88245
16416,Iron Will,1994,Iron+Will,/movie/bi/mi/basic.naver?code=17623
16422,Deep Blue,2003,Deep+Blue,/movie/bi/mi/basic.naver?code=36849
16423,Red Tails,2012,Red+Tails,/movie/bi/mi/basic.naver?code=74030
16432,The Crimson Wing: Mystery of the Flamingos,2008,The+Crimson+Wing%3A+Mystery+of+the+Flamingos,/movie/bi/mi/basic.naver?code=128514
16451,Homeward Bound II: Lost in San Francisco,1996,Homeward+Bound+II%3A+Lost+in+San+Francisco,/movie/bi/mi/basic.naver?code=18583
16466,Stargirl,2020,Stargirl,0
16468,The Shaggy Dog,1959,The+Shaggy+Dog,/movie/bi/mi/basic.naver?code=62660
16482,Mars Needs Moms,2011,Mars+Needs+Moms,/movie/bi/mi/basic.naver?code=74976
16513,Kitbull,2019,Kitbull,/movie/bi/mi/basic.naver?code=191750
16521,Valiant,2005,Valiant,/movie/bi/mi/basic.naver?code=42584
16522,Candleshoe,1977,Candleshoe,/movie/bi/mi/basic.naver?code=82333
16523,The Haunted Mansion,2003,The+Haunted+Mansion,/movie/bi/mi/basic.naver?code=37896
16557,Into the Okavango,2018,Into+the+Okavango,/movie/bi/mi/basic.naver?code=180741
16569,Lamp Life,2020,Lamp+Life,0
16572,Operation Dumbo Drop,1995,Operation+Dumbo+Drop,/movie/bi/mi/basic.naver?code=18899
16608,Apollo: Missions to the Moon,2019,Apollo%3A+Missions+to+the+Moon,0
16624,Dolphin Reef,2018,Dolphin+Reef,0
16688,Kazaam,1996,Kazaam,/movie/bi/mi/basic.naver?code=19030
16694,The Flood,2018,The+Flood,0
16723,Secrets of Life,1956,Secrets+of+Life,/movie/bi/mi/basic.naver?code=94763
